,Census year,Block ID,Property ID,Base property ID,Street address,CLUE small area,Trading name,Industry (ANZSIC4) code,Industry (ANZSIC4) description,Seating type,Number of seats,x,y,January_Popular_Score,February_Popular_Score,March_Popular_Score,April_Popular_Score,May_Popular_Score,June_Popular_Score,July_Popular_Score,August_Popular_Score,September_Popular_Score,October_Popular_Score,November_Popular_Score,December_Popular_Score
0,2019,203,103123,103123,258 Elgin Street CARLTON 3053,Carlton,Cafe Sua Da,4511,Cafes and Restaurants,Seats - Indoor,45,144.96553,-37.79671,107.222,145.824,268.703,198.718,228.51,118.427,142.275,242.689,185.989,177.963,141.311,104.631
1,2019,203,103123,103123,258 Elgin Street CARLTON 3053,Carlton,Cafe Sua Da,4511,Cafes and Restaurants,Seats - Outdoor,6,144.96553,-37.79671,107.222,145.824,268.703,198.718,228.51,118.427,142.275,242.689,185.989,177.963,141.311,104.631
2,2019,203,109358,109358,832-834 Swanston Street CARLTON 3053,Carlton,Brother Bull,4511,Cafes and Restaurants,Seats - Indoor,42,144.9649,-37.79668,132.105,163.843,272.076,206.323,224.455,133.158,158.105,241.884,194.938,193.281,164.824,136.504
3,2019,204,101613,101613,377-391 Cardigan Street CARLTON 3053,Carlton,Clyde Hotel,4520,"Pubs, Taverns and Bars",Seats - Indoor,70,144.96575,-37.79726,125.047,168.668,309.331,229.399,263.692,137.885,164.986,279.777,214.799,205.87,163.928,122.443
4,2019,204,101613,101613,377-391 Cardigan Street CARLTON 3053,Carlton,Clyde Hotel,4520,"Pubs, Taverns and Bars",Seats - Outdoor,50,144.96575,-37.79726,125.047,168.668,309.331,229.399,263.692,137.885,164.986,279.777,214.799,205.87,163.928,122.443
5,2019,204,109359,109359,768-804 Swanston Street CARLTON 3053,Carlton,The Longing Flavour,4511,Cafes and Restaurants,Seats - Indoor,50,144.96517,-37.79783,182.354,225.489,370.551,280.703,302.065,180.925,216.002,327.326,265.557,264.294,227.336,189.529
6,2019,204,109359,109359,768-804 Swanston Street CARLTON 3053,Carlton,Masters Of Burgerology,4511,Cafes and Restaurants,Seats - Indoor,50,144.96517,-37.79783,182.354,225.489,370.551,280.703,302.065,180.925,216.002,327.326,265.557,264.294,227.336,189.529
7,2019,204,109359,109359,768-804 Swanston Street CARLTON 3053,Carlton,Masters Of Burgerology,4511,Cafes and Restaurants,Seats - Outdoor,16,144.96517,-37.79783,182.354,225.489,370.551,280.703,302.065,180.925,216.002,327.326,265.557,264.294,227.336,189.529
8,2019,205,512713,512713,249-263 Faraday Street CARLTON 3053,Carlton,Wild Timor Coffee Carlton Pty Ltd,4511,Cafes and Restaurants,Seats - Indoor,17,144.96526,-37.79872,101.9,135.158,228.177,180.03,208.495,122.612,139.943,213.308,164.771,160.412,127.46,90.678
9,2019,205,512713,512713,249-263 Faraday Street CARLTON 3053,Carlton,Wild Timor Coffee Carlton Pty Ltd,4511,Cafes and Restaurants,Seats - Outdoor,24,144.96526,-37.79872,101.9,135.158,228.177,180.03,208.495,122.612,139.943,213.308,164.771,160.412,127.46,90.678
10,2019,205,573289,573289,714-736 Swanston Street CARLTON 3053,Carlton,Toothpicks Cafe,4511,Cafes and Restaurants,Seats - Indoor,60,144.96489,-37.79947,94.145,107.404,162.352,138.628,161.21,111.782,118.415,159.369,127.417,128.271,106.78,88.664
11,2019,205,573289,573289,714-736 Swanston Street CARLTON 3053,Carlton,Toothpicks Cafe,4511,Cafes and Restaurants,Seats - Outdoor,36,144.96489,-37.79947,94.145,107.404,162.352,138.628,161.21,111.782,118.415,159.369,127.417,128.271,106.78,88.664
12,2019,205,573290,573290,740-750 Swanston Street CARLTON 3053,Carlton,Claypot Kingdom,4511,Cafes and Restaurants,Seats - Indoor,40,144.96476,-37.799,235.018,225.995,279.982,251.124,258.745,229.4,239.412,265.659,240.573,260.211,249.589,257.351
13,2019,205,573290,573290,740-750 Swanston Street CARLTON 3053,Carlton,E Dumpling,4511,Cafes and Restaurants,Seats - Indoor,32,144.96476,-37.799,235.018,225.995,279.982,251.124,258.745,229.4,239.412,265.659,240.573,260.211,249.589,257.351
14,2019,205,573290,573290,740-750 Swanston Street CARLTON 3053,Carlton,E Dumpling,4511,Cafes and Restaurants,Seats - Outdoor,8,144.96476,-37.799,235.018,225.995,279.982,251.124,258.745,229.4,239.412,265.659,240.573,260.211,249.589,257.351
15,2019,206,103691,103691,221-229 Faraday Street CARLTON 3053,Carlton,Thresherman's Bakehouse,4511,Cafes and Restaurants,Seats - Indoor,70,144.96673,-37.79886,70.667,95.471,164.968,129.84,152.687,87.655,99.734,155.322,118.509,114.426,89.163,61.413
16,2019,206,103691,103691,221-229 Faraday Street CARLTON 3053,Carlton,Thresherman's Bakehouse,4511,Cafes and Restaurants,Seats - Outdoor,50,144.96673,-37.79886,70.667,95.471,164.968,129.84,152.687,87.655,99.734,155.322,118.509,114.426,89.163,61.413
17,2019,206,103694,103694,235-237 Faraday Street CARLTON 3053,Carlton,New York Minute,4511,Cafes and Restaurants,Seats - Indoor,33,144.9663,-37.79881,76.722,104.631,182.261,143.082,168.798,95.912,109.319,171.652,130.489,125.641,97.323,66.12
18,2019,206,103694,103694,235-237 Faraday Street CARLTON 3053,Carlton,New York Minute,4511,Cafes and Restaurants,Seats - Outdoor,24,144.9663,-37.79881,76.722,104.631,182.261,143.082,168.798,95.912,109.319,171.652,130.489,125.641,97.323,66.12
19,2019,206,106113,106113,205-207 Lygon Street CARLTON 3053,Carlton,Dumpling ADA,4511,Cafes and Restaurants,Seats - Indoor,35,144.96656,-37.80046,151.65,140.772,169.753,153.533,147.765,134.921,145.778,153.701,144.205,160.055,161.616,160.457
20,2019,206,106113,106113,205-207 Lygon Street CARLTON 3053,Carlton,Dumpling ADA,4511,Cafes and Restaurants,Seats - Outdoor,16,144.96656,-37.80046,151.65,140.772,169.753,153.533,147.765,134.921,145.778,153.701,144.205,160.055,161.616,160.457
21,2019,206,106114,106114,209 Lygon Street CARLTON 3053,Carlton,Il Cantuccio Restaurant,4511,Cafes and Restaurants,Seats - Indoor,100,144.9666,-37.80042,150.938,140.088,168.849,152.756,147.061,134.376,145.119,152.959,143.517,159.289,160.821,159.813
22,2019,206,106114,106114,209 Lygon Street CARLTON 3053,Carlton,Il Cantuccio Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,20,144.9666,-37.80042,150.938,140.088,168.849,152.756,147.061,134.376,145.119,152.959,143.517,159.289,160.821,159.813
23,2019,206,106118,106118,219-221 Lygon Street CARLTON 3053,Carlton,Papa Gino's Pizza Restaurant,4511,Cafes and Restaurants,Seats - Indoor,100,144.96672,-37.80019,102.219,135.926,269.981,208.691,265.855,137.568,149.542,264.556,192.485,179.231,129.49,90.359
24,2019,206,106118,106118,219-221 Lygon Street CARLTON 3053,Carlton,Papa Gino's Pizza Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,40,144.96672,-37.80019,102.219,135.926,269.981,208.691,265.855,137.568,149.542,264.556,192.485,179.231,129.49,90.359
25,2019,206,106120,106120,225-229 Lygon Street CARLTON 3053,Carlton,Cafe Corretto,4511,Cafes and Restaurants,Seats - Indoor,60,144.96674,-37.80005,104.176,138.407,275.13,212.872,271.523,140.626,152.639,269.979,196.309,182.746,131.881,92.054
26,2019,206,106120,106120,225-229 Lygon Street CARLTON 3053,Carlton,Cafe Corretto,4511,Cafes and Restaurants,Seats - Outdoor,55,144.96674,-37.80005,104.176,138.407,275.13,212.872,271.523,140.626,152.639,269.979,196.309,182.746,131.881,92.054
27,2019,206,106124,106124,239 Lygon Street CARLTON 3053,Carlton,Original Lolly Store,4129,Other Specialised Food Retailing,Seats - Outdoor,4,144.96678,-37.79983,106.348,141.275,280.994,217.215,277.919,142.997,154.8,275.41,200.102,186.091,133.742,92.005
28,2019,206,106125,106125,241 Lygon Street CARLTON 3053,Carlton,New Zealand Natural Ice Cream,4512,Takeaway Food Services,Seats - Outdoor,16,144.96679,-37.79978,106.395,141.469,281.817,217.872,279.011,143.438,155.211,276.404,200.678,186.536,133.882,91.962
29,2019,206,106129,106129,253 Lygon Street CARLTON 3053,Carlton,La Parisienne Pates,4511,Cafes and Restaurants,Seats - Indoor,38,144.96683,-37.79954,106.86,142.555,285.779,221.085,284.249,145.701,157.315,281.16,203.512,188.799,134.743,92.013
30,2019,206,106129,106129,253 Lygon Street CARLTON 3053,Carlton,La Parisienne Pates,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96683,-37.79954,106.86,142.555,285.779,221.085,284.249,145.701,157.315,281.16,203.512,188.799,134.743,92.013
31,2019,206,106130,106130,255-257 Lygon Street CARLTON 3053,Carlton,University Cafe,4511,Cafes and Restaurants,Seats - Indoor,120,144.96684,-37.79948,141.728,194.356,354.775,258.705,291.392,148.487,182.987,313.707,242.824,233.18,187.833,138.68
32,2019,206,106130,106130,255-257 Lygon Street CARLTON 3053,Carlton,University Cafe,4511,Cafes and Restaurants,Seats - Outdoor,56,144.96684,-37.79948,141.728,194.356,354.775,258.705,291.392,148.487,182.987,313.707,242.824,233.18,187.833,138.68
33,2019,206,106132,106132,263 Lygon Street CARLTON 3053,Carlton,Lygon Food Store,4511,Cafes and Restaurants,Seats - Indoor,29,144.96687,-37.7993,160.765,204.186,342.901,253.874,274.523,153.485,186.725,297.104,239.72,236.632,200.961,159.333
34,2019,206,106132,106132,263 Lygon Street CARLTON 3053,Carlton,Lygon Food Store,4511,Cafes and Restaurants,Seats - Outdoor,45,144.96687,-37.7993,160.765,204.186,342.901,253.874,274.523,153.485,186.725,297.104,239.72,236.632,200.961,159.333
35,2019,207,106143,106143,303 Lygon Street CARLTON 3053,Carlton,Tiamo Coffee,4511,Cafes and Restaurants,Seats - Indoor,50,144.96709,-37.79822,138.122,175.901,296.717,223.682,244.808,141.389,169.327,263.598,210.557,207.472,174.747,140.323
36,2019,207,106143,106143,303 Lygon Street CARLTON 3053,Carlton,Tiamo Coffee,4511,Cafes and Restaurants,Seats - Outdoor,29,144.96709,-37.79822,138.122,175.901,296.717,223.682,244.808,141.389,169.327,263.598,210.557,207.472,174.747,140.323
37,2019,207,106144,106144,305 Lygon Street CARLTON 3053,Carlton,Tiamo 2,4511,Cafes and Restaurants,Seats - Indoor,125,144.96708,-37.79818,145.242,182.148,303.355,230.164,251.19,148.123,176.1,270.058,216.845,214.571,181.945,148.34
38,2019,207,106144,106144,305 Lygon Street CARLTON 3053,Carlton,Tiamo 2,4511,Cafes and Restaurants,Seats - Outdoor,29,144.96708,-37.79818,145.242,182.148,303.355,230.164,251.19,148.123,176.1,270.058,216.845,214.571,181.945,148.34
39,2019,207,106149,106149,323 Lygon Street CARLTON 3053,Carlton,Milk The Cow,4511,Cafes and Restaurants,Seats - Indoor,80,144.96713,-37.79777,115.671,154.126,277.325,206.07,233.866,124.774,149.756,249.351,193.257,186.418,150.584,114.495
40,2019,207,106149,106149,323 Lygon Street CARLTON 3053,Carlton,Milk The Cow,4511,Cafes and Restaurants,Seats - Outdoor,20,144.96713,-37.79777,115.671,154.126,277.325,206.07,233.866,124.774,149.756,249.351,193.257,186.418,150.584,114.495
41,2019,207,106152,106152,329 Lygon Street CARLTON 3053,Carlton,Heartattack and Vine,4511,Cafes and Restaurants,Seats - Indoor,35,144.96715,-37.79764,107.014,145.008,264.395,195.381,222.594,116.305,140.478,237.48,183.047,175.778,140.827,105.12
42,2019,207,106152,106152,329 Lygon Street CARLTON 3053,Carlton,Heartattack and Vine,4511,Cafes and Restaurants,Seats - Outdoor,16,144.96715,-37.79764,107.014,145.008,264.395,195.381,222.594,116.305,140.478,237.48,183.047,175.778,140.827,105.12
43,2019,207,106153,106153,331-335 Lygon Street CARLTON 3053,Carlton,Jimmy Watsons,4511,Cafes and Restaurants,Seats - Indoor,120,144.96717,-37.79751,101.123,138.422,254.36,187.371,213.968,110.427,133.874,228.344,175.433,168.018,133.943,98.853
44,2019,207,106153,106153,331-335 Lygon Street CARLTON 3053,Carlton,Jimmy Watsons,4511,Cafes and Restaurants,Seats - Outdoor,28,144.96717,-37.79751,101.123,138.422,254.36,187.371,213.968,110.427,133.874,228.344,175.433,168.018,133.943,98.853
45,2019,207,106154,106154,337-343 Lygon Street CARLTON 3053,Carlton,Intersection Cafe,4511,Cafes and Restaurants,Seats - Indoor,39,144.96723,-37.79735,95.116,131.215,242.5,178.205,203.828,104.222,126.726,217.588,166.774,159.413,126.62,92.641
46,2019,207,106154,106154,337-343 Lygon Street CARLTON 3053,Carlton,Intersection Cafe,4511,Cafes and Restaurants,Seats - Outdoor,6,144.96723,-37.79735,95.116,131.215,242.5,178.205,203.828,104.222,126.726,217.588,166.774,159.413,126.62,92.641
47,2019,208,101660,101660,330-332 Cardigan Street CARLTON 3053,Carlton,Le Miel Et Le Lune,4511,Cafes and Restaurants,Seats - Indoor,35,144.96638,-37.79686,93.942,131.816,247.252,181.282,209.183,104.988,127.748,222.585,169.289,160.937,126.229,90.166
48,2019,208,101660,101660,330-332 Cardigan Street CARLTON 3053,Carlton,Le Miel Et Le Lune,4511,Cafes and Restaurants,Seats - Outdoor,8,144.96638,-37.79686,93.942,131.816,247.252,181.282,209.183,104.988,127.748,222.585,169.289,160.937,126.229,90.166
49,2019,212,106871,102697,478 Drummond Street CARLTON 3053,Carlton,Adonai Foods,4511,Cafes and Restaurants,Seats - Indoor,30,144.96921,-37.79477,48.952,69.147,129.555,94.315,107.812,53.595,66.106,115.603,88.227,83.955,66.258,47.386
50,2019,212,106871,102697,478 Drummond Street CARLTON 3053,Carlton,Adonai Foods,4511,Cafes and Restaurants,Seats - Outdoor,16,144.96921,-37.79477,48.952,69.147,129.555,94.315,107.812,53.595,66.106,115.603,88.227,83.955,66.258,47.386
51,2019,212,111336,106170,570 Lygon Street CARLTON 3053,Carlton,Chong Quing,4511,Cafes and Restaurants,Seats - Indoor,66,144.96904,-37.79314,40.876,57.866,108.541,78.943,90.217,44.73,55.257,96.789,73.847,70.245,55.415,39.554
52,2019,212,633373,633373,497-513 Rathdowne Street CARLTON 3053,Carlton,Rathdowne & Reeves Cafe,4511,Cafes and Restaurants,Seats - Indoor,48,144.97077,-37.79366,38.863,55.002,103.079,74.924,85.502,42.391,52.44,91.819,70.109,66.715,52.699,37.67
53,2019,212,633373,633373,497-513 Rathdowne Street CARLTON 3053,Carlton,Rathdowne & Reeves Cafe,4511,Cafes and Restaurants,Seats - Outdoor,22,144.97077,-37.79366,38.863,55.002,103.079,74.924,85.502,42.391,52.44,91.819,70.109,66.715,52.699,37.67
54,2019,214,103134,103134,192 Elgin Street CARLTON 3053,Carlton,Curry in Carlton,4512,Takeaway Food Services,Seats - Indoor,20,144.96816,-37.79698,75.177,104.954,195.267,142.764,163.141,82.228,100.77,174.627,133.595,127.425,100.937,73.047
55,2019,214,103134,103134,192 Elgin Street CARLTON 3053,Carlton,Curry in Carlton,4512,Takeaway Food Services,Seats - Outdoor,6,144.96816,-37.79698,75.177,104.954,195.267,142.764,163.141,82.228,100.77,174.627,133.595,127.425,100.937,73.047
56,2019,214,106186,106186,414-422 Lygon Street CARLTON 3053,Carlton,Green Man's Arms,4520,"Pubs, Taverns and Bars",Seats - Indoor,40,144.96781,-37.79695,78.908,110.047,204.731,149.821,171.388,86.507,105.834,183.285,140.172,133.692,105.838,76.608
57,2019,215,103144,103144,138-144 Elgin Street CARLTON 3053,Carlton,Campos Coffee,4511,Cafes and Restaurants,Seats - Indoor,36,144.96981,-37.79715,96.362,92.198,113.893,99.588,106.525,86.447,87.709,103.426,94.31,101.584,95.51,91.182
58,2019,215,103144,103144,138-144 Elgin Street CARLTON 3053,Carlton,Campos Coffee,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96981,-37.79715,96.362,92.198,113.893,99.588,106.525,86.447,87.709,103.426,94.31,101.584,95.51,91.182
59,2019,215,108197,108197,401 Rathdowne Street CARLTON 3053,Carlton,Shompen,4511,Cafes and Restaurants,Seats - Indoor,22,144.97032,-37.79692,88.998,85.102,104.964,91.798,98.11,79.716,80.874,95.246,86.941,93.693,88.157,84.188
60,2019,215,108202,108202,415-421 Rathdowne Street CARLTON 3053,Carlton,The Beaufort,4520,"Pubs, Taverns and Bars",Seats - Indoor,80,144.97043,-37.79652,83.415,79.869,98.8,86.349,92.446,74.88,75.975,89.734,81.756,88.019,82.688,78.85
61,2019,216,102714,102714,350-352 Drummond Street CARLTON 3053,Carlton,The Moor's Head,4511,Cafes and Restaurants,Seats - Indoor,32,144.96927,-37.79771,111.563,106.594,131.31,114.914,122.706,99.924,101.377,119.178,108.864,117.371,110.529,105.729
62,2019,216,102715,102715,348 Drummond Street CARLTON 3053,Carlton,Vincent The Dog,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96927,-37.79778,112.964,107.877,132.738,116.192,123.987,101.086,102.551,120.427,110.087,118.734,111.881,107.077
63,2019,216,102715,102715,348 Drummond Street CARLTON 3053,Carlton,Vincent The Dog,4511,Cafes and Restaurants,Seats - Indoor,21,144.96927,-37.79778,112.964,107.877,132.738,116.192,123.987,101.086,102.551,120.427,110.087,118.734,111.881,107.077
64,2019,216,103101,103101,161-169 Elgin Street CARLTON 3053,Carlton,Cafe Lua,4511,Cafes and Restaurants,Seats - Indoor,24,144.96929,-37.79758,108.8,104.039,128.401,112.322,120.069,97.588,99.014,116.609,106.389,114.633,107.844,103.07
65,2019,216,103101,103101,161-169 Elgin Street CARLTON 3053,Carlton,Cafe Lua,4511,Cafes and Restaurants,Seats - Outdoor,36,144.96929,-37.79758,108.8,104.039,128.401,112.322,120.069,97.588,99.014,116.609,106.389,114.633,107.844,103.07
66,2019,217,102686,102686,313-315 Drummond Street CARLTON 3053,Carlton,Masani's Italian Dinning & Terrace,4511,Cafes and Restaurants,Seats - Outdoor,30,144.96849,-37.79838,135.701,127.653,147.668,131.38,134.948,117.478,119.424,131.491,124.755,137.169,133.011,129.443
67,2019,217,102686,102686,313-315 Drummond Street CARLTON 3053,Carlton,Masani's Italian Dinning & Terrace,4511,Cafes and Restaurants,Seats - Indoor,60,144.96849,-37.79838,135.701,127.653,147.668,131.38,134.948,117.478,119.424,131.491,124.755,137.169,133.011,129.443
68,2019,217,103102,103102,171-175 Elgin Street CARLTON 3053,Carlton,The Shaw Davey Slum,4511,Cafes and Restaurants,Seats - Indoor,300,144.96871,-37.79751,113.922,109.29,135.958,118.777,127.53,102.915,104.461,123.875,112.436,120.839,113.228,107.941
69,2019,217,103102,103102,171-175 Elgin Street CARLTON 3053,Carlton,The Shaw Davey Slum,4511,Cafes and Restaurants,Seats - Outdoor,20,144.96871,-37.79751,113.922,109.29,135.958,118.777,127.53,102.915,104.461,123.875,112.436,120.839,113.228,107.941
70,2019,217,103107,103107,189 Elgin Street CARLTON 3053,Carlton,The Heart of Carlton,4511,Cafes and Restaurants,Seats - Indoor,10,144.96821,-37.79746,80.95,112.34,208.001,152.274,173.623,88.119,107.853,185.935,142.573,136.222,108.298,78.967
71,2019,217,103107,103107,189 Elgin Street CARLTON 3053,Carlton,The Heart of Carlton,4511,Cafes and Restaurants,Seats - Outdoor,5,144.96821,-37.79746,80.95,112.34,208.001,152.274,173.623,88.119,107.853,185.935,142.573,136.222,108.298,78.967
72,2019,217,103703,103703,198-204 Faraday Street CARLTON 3053,Carlton,Crinitis Southern Italian Cuisine,4511,Cafes and Restaurants,Seats - Indoor,110,144.96784,-37.79851,151.934,142.998,165.813,147.595,151.762,132.094,134.33,148.027,140.167,154.006,149.214,145.414
73,2019,217,103703,103703,198-204 Faraday Street CARLTON 3053,Carlton,Crinitis Southern Italian Cuisine,4511,Cafes and Restaurants,Seats - Outdoor,86,144.96784,-37.79851,151.934,142.998,165.813,147.595,151.762,132.094,134.33,148.027,140.167,154.006,149.214,145.414
74,2019,217,103704,103704,194-196 Faraday Street CARLTON 3053,Carlton,Yo-Chi,4511,Cafes and Restaurants,Seats - Indoor,40,144.96802,-37.79844,146.26,137.68,159.626,142.061,146.075,127.089,129.237,142.443,134.898,148.219,143.599,139.855
75,2019,217,103704,103704,194-196 Faraday Street CARLTON 3053,Carlton,Yo-Chi,4511,Cafes and Restaurants,Seats - Outdoor,20,144.96802,-37.79844,146.26,137.68,159.626,142.061,146.075,127.089,129.237,142.443,134.898,148.219,143.599,139.855
76,2019,217,103710,103710,176-178 Faraday Street CARLTON 3053,Carlton,Market Lane Coffee,4511,Cafes and Restaurants,Seats - Indoor,2,144.96849,-37.79857,64.471,71.347,101.128,87.077,99.823,70.935,74.244,96.836,79.712,81.558,69.349,56.474
77,2019,217,103710,103710,176-178 Faraday Street CARLTON 3053,Carlton,Market Lane Coffee,4511,Cafes and Restaurants,Seats - Outdoor,4,144.96849,-37.79857,64.471,71.347,101.128,87.077,99.823,70.935,74.244,96.836,79.712,81.558,69.349,56.474
78,2019,217,103711,103711,172-174 Faraday Street CARLTON 3053,Carlton,The Carlton Wine Room,4511,Cafes and Restaurants,Seats - Indoor,126,144.96859,-37.79858,47.729,59.794,101.074,84.24,104.549,63.713,67.141,100.965,76.099,73.573,55.713,38.831
79,2019,217,103711,103711,172-174 Faraday Street CARLTON 3053,Carlton,The Carlton Wine Room,4511,Cafes and Restaurants,Seats - Outdoor,20,144.96859,-37.79858,47.729,59.794,101.074,84.24,104.549,63.713,67.141,100.965,76.099,73.573,55.713,38.831
80,2019,217,106189,106189,398-400 Lygon Street CARLTON 3053,Carlton,Trotters Bistro,4511,Cafes and Restaurants,Seats - Indoor,125,144.96776,-37.79763,92.766,127.044,233.103,171.457,195.208,100.681,122.443,208.76,160.617,153.929,123.003,90.932
81,2019,217,106189,106189,398-400 Lygon Street CARLTON 3053,Carlton,Trotters Bistro,4511,Cafes and Restaurants,Seats - Outdoor,24,144.96776,-37.79763,92.766,127.044,233.103,171.457,195.208,100.681,122.443,208.76,160.617,153.929,123.003,90.932
82,2019,217,106193,106193,368-386 Lygon Street CARLTON 3053,Carlton,Brunetti Carlton,4511,Cafes and Restaurants,Seats - Indoor,300,144.96815,-37.79804,136.175,130.404,161.783,141.562,151.688,123.057,124.921,147.51,134.09,144.257,135.431,129.623
83,2019,217,106193,106193,368-386 Lygon Street CARLTON 3053,Carlton,Brunetti Carlton,4511,Cafes and Restaurants,Seats - Outdoor,100,144.96815,-37.79804,136.175,130.404,161.783,141.562,151.688,123.057,124.921,147.51,134.09,144.257,135.431,129.623
84,2019,217,106193,106193,368-386 Lygon Street CARLTON 3053,Carlton,Cinema Nova,5513,Motion Picture Exhibition,Seats - Indoor,30,144.96815,-37.79804,136.175,130.404,161.783,141.562,151.688,123.057,124.921,147.51,134.09,144.257,135.431,129.623
85,2019,217,106195,106195,364 Lygon Street CARLTON 3053,Carlton,Seasalt Fish & Sushi Bar,4511,Cafes and Restaurants,Seats - Indoor,43,144.96764,-37.79828,104.459,140.331,246.713,182.127,201.056,108.251,133.045,217.632,170.972,166.157,136.853,104.136
86,2019,217,106195,106195,364 Lygon Street CARLTON 3053,Carlton,Seasalt Fish & Sushi Bar,4511,Cafes and Restaurants,Seats - Outdoor,17,144.96764,-37.79828,104.459,140.331,246.713,182.127,201.056,108.251,133.045,217.632,170.972,166.157,136.853,104.136
87,2019,217,106196,106196,362 Lygon Street CARLTON 3053,Carlton,Sea Saltfish & Sushi Bar,4511,Cafes and Restaurants,Seats - Indoor,43,144.96763,-37.79833,104.236,140.494,247.616,182.545,201.593,108.062,133.05,218.31,171.347,166.386,136.87,103.814
88,2019,217,106196,106196,362 Lygon Street CARLTON 3053,Carlton,Sea Saltfish & Sushi Bar,4511,Cafes and Restaurants,Seats - Outdoor,17,144.96763,-37.79833,104.236,140.494,247.616,182.545,201.593,108.062,133.05,218.31,171.347,166.386,136.87,103.814
89,2019,217,511124,511124,183 Elgin Street CARLTON 3053,Carlton,Gemma Simple Italian,4511,Cafes and Restaurants,Seats - Indoor,60,144.96838,-37.79753,79.138,109.993,203.804,149.083,169.918,86.074,105.486,182.066,139.591,133.345,105.998,77.201
90,2019,217,511124,511124,183 Elgin Street CARLTON 3053,Carlton,Gemma Simple Italian,4511,Cafes and Restaurants,Seats - Outdoor,10,144.96838,-37.79753,79.138,109.993,203.804,149.083,169.918,86.074,105.486,182.066,139.591,133.345,105.998,77.201
91,2019,217,612757,612757,8 Raffa Place CARLTON 3053,Carlton,The Vertue of the Coffee Drink,4511,Cafes and Restaurants,Seats - Indoor,80,144.96838,-37.79769,122.481,117.542,146.427,127.942,137.453,110.889,112.573,133.571,121.116,130.116,121.856,116.236
92,2019,217,612757,612757,8 Raffa Place CARLTON 3053,Carlton,The Vertue of the Coffee Drink,4511,Cafes and Restaurants,Seats - Outdoor,25,144.96838,-37.79769,122.481,117.542,146.427,127.942,137.453,110.889,112.573,133.571,121.116,130.116,121.856,116.236
93,2019,218,102685,102685,295-297 Drummond Street CARLTON 3053,Carlton,Doc Pizza & Mozarella Bar,4511,Cafes and Restaurants,Seats - Outdoor,30,144.96844,-37.79899,94.935,128.77,233.484,171.007,192.684,99.47,121.734,206.948,160.533,154.488,124.803,93.019
94,2019,218,102685,102685,295-297 Drummond Street CARLTON 3053,Carlton,Doc Pizza & Mozarella Bar,4511,Cafes and Restaurants,Seats - Indoor,60,144.96844,-37.79899,94.935,128.77,233.484,171.007,192.684,99.47,121.734,206.948,160.533,154.488,124.803,93.019
95,2019,218,103689,103689,201-203 Faraday Street CARLTON 3053,Carlton,Shakahari Vegetarian Restaurant,4511,Cafes and Restaurants,Seats - Indoor,76,144.9678,-37.799,109.231,148.114,268.644,196.85,221.926,114.657,140.215,238.287,184.789,177.814,143.601,107.099
96,2019,218,103689,103689,201-203 Faraday Street CARLTON 3053,Carlton,Shakahari Vegetarian Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,20,144.9678,-37.799,109.231,148.114,268.644,196.85,221.926,114.657,140.215,238.287,184.789,177.814,143.601,107.099
97,2019,218,104477,104477,48-50 Grattan Street CARLTON 3053,Carlton,Il Vicolo,4511,Cafes and Restaurants,Seats - Indoor,180,144.96788,-37.8006,120.635,153.01,257.482,191.21,203.08,115.043,142.507,222.753,180.12,178.588,153.959,123.089
98,2019,218,104477,104477,48-50 Grattan Street CARLTON 3053,Carlton,Il Vicolo,4511,Cafes and Restaurants,Seats - Outdoor,4,144.96788,-37.8006,120.635,153.01,257.482,191.21,203.08,115.043,142.507,222.753,180.12,178.588,153.959,123.089
99,2019,218,106197,106197,350 Lygon Street CARLTON 3053,Carlton,Grill'd Healthy Burgers,4511,Cafes and Restaurants,Seats - Indoor,56,144.96753,-37.79887,133.485,167.67,279.098,207.667,224.282,127.383,153.966,242.303,196.179,194.212,165.636,132.734
100,2019,218,106197,106197,350 Lygon Street CARLTON 3053,Carlton,Grill'd Healthy Burgers,4511,Cafes and Restaurants,Seats - Outdoor,32,144.96753,-37.79887,133.485,167.67,279.098,207.667,224.282,127.383,153.966,242.303,196.179,194.212,165.636,132.734
101,2019,218,106200,106200,344 Lygon Street CARLTON 3053,Carlton,Boost Juice,4512,Takeaway Food Services,Seats - Outdoor,4,144.9675,-37.799,136.116,171.088,284.85,211.829,228.749,129.726,156.892,247.141,200.099,198.072,168.903,135.176
102,2019,218,106203,106203,334-336 Lygon Street CARLTON 3053,Carlton,Lavenzzi Gelateria,4512,Takeaway Food Services,Seats - Indoor,4,144.96749,-37.79916,118.094,160.639,291.927,213.631,240.832,123.935,151.859,258.744,200.527,192.836,155.593,115.693
103,2019,218,106203,106203,334-336 Lygon Street CARLTON 3053,Carlton,Lavenzzi Gelateria,4512,Takeaway Food Services,Seats - Outdoor,16,144.96749,-37.79916,118.094,160.639,291.927,213.631,240.832,123.935,151.859,258.744,200.527,192.836,155.593,115.693
