,Sensor_ID,Month,Hourly_Counts,latitude,longitude
16,2,January,704858,-37.81380667,144.96516719
17,2,July,694330,-37.81380667,144.96516719
18,2,June,621169,-37.81380667,144.96516719
19,2,March,702649,-37.81380667,144.96516719
20,2,May,649206,-37.81380667,144.96516719
21,2,November,744945,-37.81380667,144.96516719
22,2,October,477010,-37.81380667,144.96516719
23,2,September,643780,-37.81380667,144.96516719
24,3,April,1014705,-37.81101523,144.96429485
25,3,August,981893,-37.81101523,144.96429485
26,3,December,911297,-37.81101523,144.96429485
27,3,February,87900,-37.81101523,144.96429485
28,3,January,407363,-37.81101523,144.96429485
