,Census year,Block ID,Property ID,Base property ID,Street address,CLUE small area,Trading name,Number of patrons,x,y,January_Popular_Score,February_Popular_Score,March_Popular_Score,April_Popular_Score,May_Popular_Score,June_Popular_Score,July_Popular_Score,August_Popular_Score,September_Popular_Score,October_Popular_Score,November_Popular_Score,December_Popular_Score
115,2019,345,103393,103393,7 Errol Street NORTH MELBOURNE 3051,North Melbourne,Joe Taylor,60,144.94901,-37.8048,34.842,36.623,42.302,38.844,36.028,34.531,37.329,38.81,32.358,36.395,37.449,37.838
116,2019,345,103402,103402,33 Errol Street NORTH MELBOURNE 3051,North Melbourne,Townhall Hotel North Melbourne,80,144.9488,-37.80412,33.227,34.916,40.328,37.035,34.351,32.934,35.607,37.011,30.848,34.691,35.715,36.084
117,2019,347,110920,110920,161-163 Errol Street NORTH MELBOURNE 3051,North Melbourne,Limerick Castle Hotel & Restaurant,50,144.94964,-37.80116,33.369,32.223,38.925,36.867,36.032,35.25,39.729,39.35,28.931,29.732,38.25,36.076
118,2019,355,105636,105636,46-50 Leveson Street NORTH MELBOURNE 3051,North Melbourne,The Leveson,400,144.95146,-37.8037,40.584,42.594,49.171,45.171,41.912,40.223,43.517,45.197,37.651,42.307,43.617,44.053
119,2019,358,107887,107887,351-359 Queensberry Street NORTH MELBOURNE 3051,North Melbourne,Bobbie Peels,240,144.95597,-37.80396,47.24,51.597,77.716,68.162,76.685,53.05,57.57,65.423,58.816,59.912,59.931,46.912
120,2019,358,109829,109829,312-316 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Victoria Hotel,130,144.9557,-37.80563,87.341,91.307,105.166,96.672,89.986,86.182,93.622,97.273,81.377,91.162,93.513,94.198
121,2019,361,109842,109842,240-248 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Central Club Hotel,150,144.95812,-37.80591,135.913,141.367,162.915,150.283,140.035,134.301,146.611,152.082,125.897,140.456,145.814,146.37
122,2019,362,109843,109843,232-238 Victoria Street MELBOURNE 3000,North Melbourne,The Last Chance Rock & Roll Bar,180,144.95859,-37.80593,139.651,147.793,169.928,155.0,145.977,133.454,145.971,155.998,137.497,154.785,145.832,145.9
123,2019,369,103507,103507,86-90 Errol Street NORTH MELBOURNE 3051,North Melbourne,The Courthouse Hotel,50,144.94996,-37.80288,33.929,35.623,41.133,37.784,35.052,33.634,36.379,37.789,31.475,35.377,36.472,36.842
124,2019,376,508976,110862,42 Courtney Street NORTH MELBOURNE 3051,North Melbourne,Metropolitan Hotel,100,144.95409,-37.80143,56.932,54.456,62.158,59.105,56.082,58.5,65.821,63.986,47.806,49.957,62.968,61.659
125,2019,377,102236,102236,56-58 Courtney Street NORTH MELBOURNE 3051,North Melbourne,The Castle Hotel,317,144.95303,-37.8009,50.081,47.886,54.657,51.991,49.319,51.478,57.931,56.3,42.002,43.88,55.408,54.257
126,2019,270,579293,104468,230 Grattan Street PARKVILLE 3010,Parkville,University House Club,611,144.96124,-37.79675,111.958,112.223,149.173,128.012,133.281,108.882,116.357,138.915,122.642,130.217,122.358,122.452
127,2019,270,664626,104468,230 Grattan Street PARKVILLE 3010,Parkville,The Ida Bar,200,144.96124,-37.79675,111.958,112.223,149.173,128.012,133.281,108.882,116.357,138.915,122.642,130.217,122.358,122.452
128,2019,904,556742,556742,419-443 Royal Parade PARKVILLE 3052,Parkville,Vibe Hotel,69,144.95882,-37.7829,22.414,28.629,48.607,36.197,39.21,22.287,27.096,42.7,34.228,33.724,28.593,23.173
129,2019,419,108876,108876,573-579 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),McMahons Hotel,160,144.94699,-37.8074,37.107,38.467,43.572,40.037,36.699,35.804,37.469,38.913,33.756,38.896,38.095,39.35
130,2019,435,107481,107481,65-67 Peel Street WEST MELBOURNE 3003,West Melbourne (Residential),The Drunken Poet Pty Ltd,50,144.9555,-37.80667,95.585,100.3,115.71,106.258,98.74,94.451,102.324,106.463,89.079,100.054,102.478,103.398
131,2019,441,108856,108856,475-477 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),Hotel Spencer Bar & Grill,150,144.94925,-37.80957,160.587,166.768,183.779,173.409,187.222,169.887,185.661,186.084,165.564,187.533,177.739,163.818
132,2019,2530,616125,616125,RSL 25-27 Rankins Road KENSINGTON VIC 3031,Kensington,Flemington & Kensington RSL Club,90,144.9322,-37.78932,19.531,17.209,18.636,19.032,15.55,17.647,14.547,14.682,11.239,15.746,15.952,18.327
133,2019,2530,616160,616160,The Quiet Man Hotel 265-271 Racecourse Road KENSINGTON VIC 3031,Kensington,The Quiet Man Irishman  Pub,400,144.93237,-37.78861,6.817,9.39,20.297,16.103,21.885,10.861,11.219,20.401,14.606,13.304,8.887,5.298
134,2019,2538,616156,616156,40-48 Stubbs Street KENSINGTON VIC 3031,Kensington,Bonehead Brewing,80,144.93519,-37.79045,7.592,10.457,22.599,17.931,24.367,12.093,12.493,22.712,16.264,14.815,9.898,5.901
135,2019,508,100820,100820,38-44 Barrett Street KENSINGTON VIC 3031,Kensington,Henry St Brewhouse,75,144.93434,-37.7981,25.312,24.62,26.55,24.648,23.371,23.842,26.053,25.977,22.89,24.94,25.395,25.656
136,2019,103,100160,100160,196-200 A'Beckett Street MELBOURNE 3000,Melbourne (CBD),Nomads Melbourne,200,144.95744,-37.80999,85.197,79.607,90.597,88.325,82.299,89.431,101.868,97.337,65.88,233.567,249.391,238.45
137,2019,103,104086,104086,211-213 Franklin Street MELBOURNE 3000,Melbourne (CBD),Island Somewhere/Pinball Paradise,120,144.95784,-37.80968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677.001,633.284,596.082
138,2019,104,103219,103219,413-417 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Workshop,230,144.96052,-37.80919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.088,333.5,310.324
139,2019,105,103301,103301,442-450 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Kicks,365,144.96086,-37.80831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1152.629,1080.021,1017.133
140,2019,107,108561,108561,380-388 Russell Street MELBOURNE 3000,Melbourne (CBD),Blue Moon Bar,170,144.9661,-37.80748,287.176,313.99,390.8,385.627,336.524,312.867,335.389,373.266,345.63,376.953,335.303,334.587
141,2019,11,103984,103984,566-580 Flinders Street MELBOURNE 3000,Melbourne (CBD),UBar,128,144.95534,-37.82071,456.798,518.761,519.061,472.825,578.771,431.809,500.92,503.02,358.483,654.735,515.142,493.344
142,2019,11,103993,103993,508-514 Flinders Street MELBOURNE 3000,Melbourne (CBD),Waterside Hotel,983,144.95715,-37.82017,396.83,410.081,450.41,420.761,455.286,358.185,405.389,410.026,290.097,531.563,450.789,456.53
143,2019,11,105294,105294,27-31 King Street MELBOURNE 3000,Melbourne (CBD),State Of Grace,200,144.95695,-37.81976,375.976,373.246,408.225,379.463,388.98,173.156,216.557,232.19,0.0,670.604,440.055,568.269
144,2019,11,108971,108971,561-585 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Holiday Inn On Flinders Melbourne,100,144.9551,-37.8202,521.96,561.008,602.983,558.985,635.035,555.412,624.872,624.973,559.62,630.016,586.79,526.465
145,2019,115,104103,104103,34-38 Franklin Street MELBOURNE 3000,Melbourne (CBD),Captain Melville,355,144.96162,-37.80752,310.735,333.823,426.861,407.225,344.996,352.669,401.229,399.588,309.478,329.466,366.36,351.618
146,2019,12,103994,103994,502-504 Flinders Street MELBOURNE 3000,Melbourne (CBD),Insignia on Flinders,100,144.95766,-37.82006,342.507,335.581,352.965,338.634,338.944,123.401,160.784,177.961,0.0,632.943,382.98,529.618
147,2019,12,104824,104824,11A Highlander Lane MELBOURNE 3000,Melbourne (CBD),Highlander Bar,202,144.95797,-37.8197,210.814,230.766,235.49,220.571,242.767,208.622,238.47,244.085,213.578,252.283,225.612,211.746
148,2019,12,105399,105399,26-32 King Street MELBOURNE 3000,Melbourne (CBD),Clique Bar,222,144.95747,-37.81953,237.929,260.415,282.801,253.997,283.372,244.115,278.494,282.866,257.44,290.969,276.799,251.091
149,2019,12,105401,105401,14-20 King Street MELBOURNE 3000,Melbourne (CBD),Spearmint Rhino Gentlemen's Club,660,144.95771,-37.81978,206.373,225.899,230.962,215.992,237.955,204.243,233.789,239.215,209.48,247.027,221.373,207.569
150,2019,12,105401,105401,14-20 King Street MELBOURNE 3000,Melbourne (CBD),Tramp Bar,260,144.95771,-37.81978,206.373,225.899,230.962,215.992,237.955,204.243,233.789,239.215,209.48,247.027,221.373,207.569
151,2019,17,103592,103592,11-37 Exhibition Street MELBOURNE 3000,Melbourne (CBD),The Fair Trader Cafe,118,144.97173,-37.81546,315.2,362.042,381.466,332.482,394.712,330.808,380.006,383.206,357.487,324.276,352.708,321.897
152,2019,17,103922,103922,95-101 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Garden State Hotel,840,144.9711,-37.81553,271.478,312.025,328.737,286.841,340.212,284.286,327.201,334.305,308.863,278.788,310.626,277.924
153,2019,17,103924,103924,107-109 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Jack & Bones,230,144.97083,-37.81561,252.438,290.141,305.671,266.718,316.346,264.368,304.265,310.706,287.196,259.478,288.568,258.4
154,2019,17,103925,103925,121-123 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Sake Restaurant and Bar,350,144.97051,-37.81567,234.602,269.64,284.063,247.863,293.99,245.712,282.777,288.593,266.897,241.376,267.901,240.111
155,2019,17,103926,103926,125-127 Flinders Lane MELBOURNE 3000,Melbourne (CBD),GoGo Bar,300,144.9704,-37.81569,71.29,78.902,82.146,87.788,78.342,64.189,85.523,103.204,84.623,271.329,290.89,352.383
156,2019,17,103928,103928,133-135 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Meatball & Wine Bar,110,144.97016,-37.81574,125.596,0.0,0.0,82.377,137.449,113.388,158.077,232.992,168.1,335.648,460.315,451.082
157,2019,17,574438,574438,84-94 Flinders Street MELBOURNE 3000,Melbourne (CBD),Eau-De-Vie,150,144.97168,-37.81595,317.833,355.245,381.961,337.753,381.803,327.408,377.209,380.72,332.267,163.178,326.256,316.849
158,2019,18,103914,103914,31-35 Flinders Lane MELBOURNE 3000,Melbourne (CBD),White Lane by Food & Desire,250,144.97329,-37.8149,501.078,574.201,606.121,527.883,627.763,524.483,602.887,618.006,558.096,481.229,557.747,493.377
159,2019,18,108977,108977,25-31 Spring Street MELBOURNE 3000,Melbourne (CBD),HiHou,80,144.9741,-37.81455,542.434,621.877,656.156,573.76,678.054,566.276,652.772,672.394,610.094,532.769,617.544,547.06
160,2019,21,606461,606461,607-623 Collins Street MELBOURNE 3000,Melbourne (CBD),Batman's Hill On Collins Hotel,1500,144.95469,-37.81929,817.084,922.913,952.283,862.015,1040.197,874.089,1008.956,1008.33,907.992,1023.302,922.811,804.264
161,2019,22,105394,105394,62-66 King Street MELBOURNE 3000,Melbourne (CBD),KSR Art Bar,240,144.95715,-37.81875,270.101,295.141,320.685,288.423,321.693,277.319,316.296,321.072,291.955,329.848,313.812,284.719
162,2019,23,102098,102098,415-417 Collins Street MELBOURNE 3000,Melbourne (CBD),The Sherlock Holmes Inn,131,144.96087,-37.81747,560.767,701.455,847.33,775.194,825.016,754.672,822.51,834.91,791.2,892.049,851.616,903.057
163,2019,23,102099,102099,419-429 Collins Street MELBOURNE 3000,Melbourne (CBD),Ms Collins,850,144.96065,-37.81753,542.571,676.77,816.019,746.408,794.546,726.768,792.09,804.07,761.956,859.301,820.253,870.021
164,2019,23,106436,106436,54-60 Market Street MELBOURNE 3000,Melbourne (CBD),Oak & Vine Bar,370,144.96082,-37.81778,571.73,711.418,856.853,783.854,834.426,763.296,831.852,844.442,800.095,902.541,861.321,913.92
165,2019,27,102064,102064,69-73 Collins Street MELBOURNE 3000,Melbourne (CBD),Harley House,210,144.97135,-37.81434,218.759,244.794,259.589,246.606,256.113,214.459,260.946,289.153,244.79,176.787,243.705,223.019
166,2019,27,541562,102071,121-131 Collins Street MELBOURNE 3000,Melbourne (CBD),RU-CO,400,144.96988,-37.81508,167.211,194.165,202.9,175.618,213.105,176.973,202.903,204.163,195.017,401.062,413.063,460.471
167,2019,27,597183,102071,121-131 Collins Street MELBOURNE 3000,Melbourne (CBD),Spice Market,800,144.96988,-37.81508,167.211,194.165,202.9,175.618,213.105,176.973,202.903,204.163,195.017,401.062,413.063,460.471
168,2019,33,100727,100727,5-9 Bank Place MELBOURNE 3000,Melbourne (CBD),Mitre Tavern,300,144.96029,-37.8168,256.897,360.393,487.659,487.013,481.003,451.084,497.864,496.059,465.668,511.348,501.752,561.901
169,2019,33,100730,100730,12-16 Bank Place MELBOURNE 3000,Melbourne (CBD),Melbourne Savage Club,90,144.96058,-37.81655,270.867,310.721,308.938,339.716,344.205,316.188,348.084,352.586,285.245,358.706,288.949,319.306
170,2019,33,102124,102124,430-442 Collins Street MELBOURNE 3000,Melbourne (CBD),The Mug House,80,144.95976,-37.81703,449.313,594.563,732.096,670.309,737.775,624.027,734.651,742.414,669.27,738.03,708.816,666.295
171,2019,33,105933,105933,425-427 Little Collins Street MELBOURNE 3000,Melbourne (CBD),The Irish Times,170,144.96054,-37.81625,277.012,380.075,513.027,509.346,503.053,471.31,520.768,519.088,490.805,535.823,530.494,592.974
172,2019,33,105936,105936,433 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Dikstein's Corner Bar,145,144.96034,-37.81631,118.677,231.085,351.793,335.303,340.238,316.932,344.227,352.478,327.417,343.293,313.987,346.837
173,2019,33,105937,105937,435-443 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Marrakech Bar,200,144.9601,-37.8164,114.88,221.725,338.221,322.501,327.085,304.819,330.991,338.923,314.822,329.919,301.667,333.635
174,2019,33,108064,108064,85-91 Queen Street MELBOURNE 3000,Melbourne (CBD),The Black Rabbit,230,144.96102,-37.8165,282.723,360.972,363.914,390.618,399.063,364.366,402.308,407.969,335.729,416.824,343.102,371.684
175,2019,33,108065,108065,93-95 Queen Street MELBOURNE 3000,Melbourne (CBD),GG EZ Bar,167,144.96098,-37.81638,235.781,300.135,355.556,340.744,347.071,312.076,347.905,356.969,340.18,367.533,362.01,365.871
176,2019,33,108067,108067,103-105 Queen Street MELBOURNE 3000,Melbourne (CBD),Chaise Lounge,140,144.96081,-37.81615,0.0,481.563,914.814,899.276,901.261,841.146,915.996,917.977,860.489,927.202,894.479,928.826
177,2019,33,110148,110148,98-110 William Street MELBOURNE 3000,Melbourne (CBD),The Australian Club,280,144.95912,-37.81675,342.909,360.672,395.991,368.458,407.173,363.805,403.864,403.673,362.425,409.692,387.031,352.398
178,2019,33,102131,110666,394 Collins Street MELBOURNE 3000,Melbourne (CBD),The Bank On Collins,300,144.96108,-37.81662,290.116,373.889,376.69,403.9,413.026,376.854,416.163,422.131,347.349,431.354,354.937,383.7
179,2019,37,102158,102158,86-88 Collins Street MELBOURNE 3000,Melbourne (CBD),Collins Quarter,290,144.97058,-37.81394,490.624,522.777,560.123,558.081,533.523,501.682,543.069,578.221,529.496,490.314,516.908,519.241
180,2019,37,102158,102158,86-88 Collins Street MELBOURNE 3000,Melbourne (CBD),Pink Alley Bar,83,144.97058,-37.81394,490.624,522.777,560.123,558.081,533.523,501.682,543.069,578.221,529.496,490.314,516.908,519.241
181,2019,41,105948,105948,582-584 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Saint & Rogue,300,144.95535,-37.81742,430.13,570.701,613.468,502.072,535.285,516.678,659.655,683.884,458.228,494.141,505.198,395.132
182,2019,42,105392,105392,120-138 King Street MELBOURNE 3000,Melbourne (CBD),El Coco,500,144.95641,-37.81703,237.606,263.939,285.174,250.959,283.872,244.067,278.627,282.38,260.466,297.545,280.372,253.767
183,2019,43,101154,101154,483-501 Bourke Street MELBOURNE 3000,Melbourne (CBD),RACV City Club,150,144.95958,-37.81589,280.993,271.087,302.522,299.794,294.205,276.428,307.536,307.516,291.449,317.614,314.523,371.483
184,2019,43,108068,108068,111-129 Queen Street MELBOURNE 3000,Melbourne (CBD),CitiClub On Queen Hotel,940,144.96063,-37.81581,339.216,327.387,365.052,361.806,355.178,333.558,371.272,371.047,351.73,383.831,380.613,448.716
185,2019,43,108068,108068,111-129 Queen Street MELBOURNE 3000,Melbourne (CBD),Da Ha,200,144.96063,-37.81581,339.216,327.387,365.052,361.806,355.178,333.558,371.272,371.047,351.73,383.831,380.613,448.716
186,2019,43,108068,108068,111-129 Queen Street MELBOURNE 3000,Melbourne (CBD),CQ Bar,80,144.96063,-37.81581,339.216,327.387,365.052,361.806,355.178,333.558,371.272,371.047,351.73,383.831,380.613,448.716
187,2019,43,108069,108069,131-141 Queen Street MELBOURNE 3000,Melbourne (CBD),The Turf Bar & Restaurant,527,144.96053,-37.8155,335.292,323.523,361.019,357.728,351.099,329.847,366.977,366.966,347.795,379.036,375.351,443.185
188,2019,48,101109,101109,39-43 Bourke Street MELBOURNE 3000,Melbourne (CBD),Spleen Central,100,144.97205,-37.81194,240.897,268.306,286.33,269.268,301.082,266.485,300.694,231.3,267.155,300.101,111.38,235.033
189,2019,48,101113,101113,59-63 Bourke Street MELBOURNE 3000,Melbourne (CBD),Club Asuka,150,144.97157,-37.81212,249.96,284.334,315.753,300.577,374.981,306.821,331.558,341.355,316.312,335.741,258.215,274.802
190,2019,48,101116,101116,79-85 Bourke Street MELBOURNE 3000,Melbourne (CBD),Good Heavens,400,144.97104,-37.81218,397.228,446.603,480.299,434.937,475.676,413.532,469.926,508.241,437.043,240.444,466.348,423.181
191,2019,48,103626,103626,114-122 Exhibition Street MELBOURNE 3000,Melbourne (CBD),European Bier Cafe,550,144.9712,-37.81286,347.316,391.509,418.002,417.604,399.527,374.63,410.276,463.061,421.045,374.733,396.089,398.321
192,2019,48,105968,105968,62-66 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Magic Mountain Saloon,285,144.97144,-37.81281,341.406,384.001,410.225,409.037,391.799,367.552,403.354,448.357,410.196,359.305,377.339,388.78
193,2019,48,503031,503031,19-23 Meyers Place MELBOURNE 3000,Melbourne (CBD),Loop Project Space & Bar,152,144.97211,-37.81215,247.828,275.806,293.802,275.901,306.882,272.596,308.305,234.272,273.016,305.752,110.257,240.586
194,2019,51,108963,108963,672-696 Bourke Street MELBOURNE 3000,Melbourne (CBD),Mail Exchange Hotel,600,144.95359,-37.81663,558.353,750.163,806.499,660.356,695.881,681.787,873.671,908.37,590.761,632.084,653.109,502.997
195,2019,52,592048,592048,188-202 King Street MELBOURNE 3000,Melbourne (CBD),La Di Da,458,144.95562,-37.81551,185.204,205.915,222.392,195.817,221.106,190.174,216.86,220.07,203.026,231.882,218.643,197.884
196,2019,53,110145,110145,170-176 William Street MELBOURNE 3000,Melbourne (CBD),Pho Melbourne,50,144.95822,-37.81492,342.428,356.834,393.312,370.733,402.262,361.717,398.916,401.601,362.184,404.032,383.66,354.127
197,2019,57,101212,101212,152-158 Bourke Street MELBOURNE 3000,Melbourne (CBD),Charltons Entertainment Complex / Roxanne Bar,1500,144.96852,-37.81196,413.912,441.123,476.317,473.646,458.017,437.106,478.971,409.935,451.965,517.224,266.465,416.37
198,2019,57,101214,101214,146-150 Bourke Street MELBOURNE 3000,Melbourne (CBD),FM Karaoke Bar,100,144.96874,-37.81235,530.246,543.537,611.542,625.376,579.992,561.281,590.803,605.043,594.276,656.177,532.0,558.991
199,2019,57,101216,101216,21-25 Croft Alley MELBOURNE 3000,Melbourne (CBD),The Croft Institute,250,144.96909,-37.81206,481.528,493.057,556.033,568.488,527.593,510.589,537.118,549.365,540.693,598.653,483.221,507.549
200,2019,57,101217,101217,124-128 Bourke Street MELBOURNE 3000,Melbourne (CBD),Welcome Stranger,350,144.96926,-37.81207,455.64,466.736,526.153,537.425,499.52,483.195,508.751,517.559,511.165,566.926,452.729,479.377
201,2019,57,101218,101218,118-122 Bourke Street MELBOURNE 3000,Melbourne (CBD),Fireflies Club,72,144.96955,-37.81207,418.679,429.178,483.502,493.162,459.404,444.085,468.211,472.485,469.106,521.594,409.735,439.307
202,2019,57,101221,101221,94-96 Bourke Street MELBOURNE 3000,Melbourne (CBD),The Elephant and Wheelbarrow,450,144.97024,-37.81191,298.4,329.411,363.467,360.729,406.09,348.832,370.644,404.301,365.592,391.486,334.614,331.865
203,2019,58,101230,101230,54-62 Bourke Street MELBOURNE 3000,Melbourne (CBD),Romeo Lane,99,144.97138,-37.81155,237.754,264.22,277.848,269.807,272.455,255.321,287.995,221.473,264.593,311.112,102.377,236.246
204,2019,58,101236,101236,12 Bourke Street MELBOURNE 3000,Melbourne (CBD),Angel Music Bar,125,144.97251,-37.81125,216.869,241.341,255.543,233.895,256.278,228.561,262.474,208.142,230.225,216.692,121.144,209.452
205,2019,58,101238,101238,2-8 Bourke Street MELBOURNE 3000,Melbourne (CBD),Imperial Hotel,894,144.97268,-37.8112,211.562,235.481,249.401,228.168,250.218,222.98,256.039,203.915,224.698,210.403,119.853,204.546
206,2019,58,105657,105657,21 Liverpool Street MELBOURNE 3000,Melbourne (CBD),Double Happiness Bar / New Gold Mountain,164,144.97126,-37.81118,210.864,235.52,246.94,230.991,247.881,225.034,256.946,190.193,230.238,271.915,90.119,202.538
207,2019,58,105828,105828,19-25 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Mrs Parma's,300,144.97199,-37.81074,262.522,296.136,316.67,320.881,303.645,286.353,311.268,356.339,324.051,300.994,303.074,305.443
208,2019,58,105829,105829,37-41 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Juliet Melbourne,100,144.97151,-37.81084,291.185,328.68,353.202,312.065,356.76,303.062,346.681,370.12,317.832,174.81,345.434,304.839
209,2019,58,108986,108986,161 Spring Street MELBOURNE 3000,Melbourne (CBD),The European,703,144.97243,-37.81095,253.463,285.907,305.734,307.602,293.621,275.519,300.388,342.578,310.682,282.414,292.947,293.225
210,2019,61,105308,105308,203-207 King Street MELBOURNE 3000,Melbourne (CBD),Bar Humbug,30,144.95497,-37.81539,323.245,446.235,478.642,386.104,405.358,400.621,520.995,543.493,342.556,364.317,380.279,286.725
211,2019,61,105716,105716,597-603 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),The Men's Gallery,675,144.95449,-37.8149,314.573,437.324,468.898,377.233,395.039,391.956,511.41,534.05,333.097,353.382,370.234,277.303
212,2019,61,105858,105858,590-592 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Holey Moley Golf Club,700,144.9547,-37.81534,331.587,458.721,491.981,396.569,415.991,411.648,535.86,559.183,351.287,373.305,390.119,293.543
213,2019,63,105867,105867,428-432 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Denmark House/The Danish Club,100,144.95973,-37.81393,564.491,557.633,610.858,574.895,571.489,537.975,585.209,600.457,565.014,621.254,612.087,660.515
214,2019,67,102198,102198,22-26 Corrs Lane MELBOURNE 3000,Melbourne (CBD),Playground,50,144.96832,-37.811,561.045,594.345,667.241,685.359,614.835,602.848,588.289,606.806,541.689,565.835,610.869,636.98
215,2019,67,102199,102199,16-20 Corrs Lane MELBOURNE 3000,Melbourne (CBD),Euro House / Pulp Club,200,144.96839,-37.81113,542.899,571.279,650.855,668.284,600.585,589.424,570.791,587.507,527.602,560.222,600.085,618.119
216,2019,67,102199,102199,16-20 Corrs Lane MELBOURNE 3000,Melbourne (CBD),House of Maximon / Berlin Bar,300,144.96839,-37.81113,542.899,571.279,650.855,668.284,600.585,589.424,570.791,587.507,527.602,560.222,600.085,618.119
217,2019,67,102200,102200,12-14 Corrs Lane MELBOURNE 3000,Melbourne (CBD),Fad Gallery,80,144.96843,-37.81123,548.077,577.071,657.02,674.737,606.226,594.995,576.437,593.694,533.095,565.767,605.663,624.271
218,2019,67,105673,105673,103-105 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Bomba Tapas Bar and Rooftop,145,144.96925,-37.81049,296.305,325.999,362.233,360.462,405.995,348.284,368.137,409.721,366.208,391.313,347.765,332.165
219,2019,67,105675,105675,113 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Seamstress,160,144.96901,-37.81057,295.715,324.13,359.549,358.783,398.385,344.419,364.064,404.589,362.535,386.725,344.756,330.527
220,2019,67,108581,108581,226-236 Russell Street MELBOURNE 3000,Melbourne (CBD),Heartbreaker,166,144.96764,-37.81098,640.203,681.778,764.398,786.124,703.292,690.5,672.172,694.72,618.462,645.096,698.309,732.552
221,2019,68,105900,105900,40-46 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Longsong,250,144.97118,-37.81059,368.254,392.003,419.184,425.203,399.874,379.546,406.637,438.715,405.986,419.125,392.872,394.274
222,2019,71,105318,105318,277-287 King Street MELBOURNE 3000,Melbourne (CBD),Hotel Sophia,116,144.9542,-37.81368,223.905,249.384,270.847,237.122,270.089,235.78,273.98,274.609,243.519,277.023,261.307,233.736
223,2019,72,110106,110106,263-267 William Street MELBOURNE 3000,Melbourne (CBD),Metropolitan Hotel,300,144.95658,-37.81292,406.728,401.329,440.635,416.961,418.102,393.327,427.416,436.34,407.197,448.508,440.221,468.568
224,2019,77,108573,108573,270 Russell Street MELBOURNE 3000,Melbourne (CBD),Whisky and Alement,90,144.96716,-37.81011,579.461,616.159,695.034,694.134,638.631,602.973,643.217,710.939,649.015,671.807,622.26,652.072
225,2019,77,108573,108573,270 Russell Street MELBOURNE 3000,Melbourne (CBD),Melbourne Whisky Room,50,144.96716,-37.81011,579.461,616.159,695.034,694.134,638.631,602.973,643.217,710.939,649.015,671.807,622.26,652.072
226,2019,78,103618,103618,242-284 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Coopers Inn,400,144.96998,-37.80942,365.793,382.154,414.547,428.374,389.754,377.522,399.295,433.913,402.502,418.83,390.716,393.174
227,2019,78,110724,580091,17 Casselden Place MELBOURNE 3000,Melbourne (CBD),Little Lon Distilling Co.,20,144.97073,-37.8092,318.366,332.79,360.947,372.851,339.927,328.846,347.852,378.061,350.506,364.666,340.176,342.265
228,2019,87,106057,106057,106 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Troika Bar,60,144.96859,-37.80915,354.44,374.128,404.667,415.312,392.26,371.313,393.636,428.736,393.744,408.351,380.873,382.285
229,2019,87,106059,106059,100 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Gami Chicken and Beer,73,144.96872,-37.80914,352.228,371.932,402.347,412.824,390.523,369.327,391.533,426.525,391.602,406.199,378.733,380.012
230,2019,87,108567,108567,300 Russell Street MELBOURNE 3000,Melbourne (CBD),Jankara Karaoke,80,144.9669,-37.80952,457.342,185.955,1069.797,1021.848,901.464,843.568,899.418,1001.311,890.812,941.56,907.445,925.148
231,2019,95,109314,109314,401-405 Swanston Street MELBOURNE 3000,Melbourne (CBD),Imix Club & Bar,360,144.96322,-37.80904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.88,1087.833,1005.035
232,2019,95,109314,109314,401-405 Swanston Street MELBOURNE 3000,Melbourne (CBD),Little Jax,189,144.96322,-37.80904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.88,1087.833,1005.035
233,2019,96,606638,105490,124 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Pearson and Murphy's Cafe,156,144.96455,-37.80818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.327,260.877,263.365
234,2019,97,105493,105493,52 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Karaoke Box,300,144.96725,-37.80829,0.0,0.0,0.0,0.0,0.0,0.0,306.545,402.401,327.288,364.589,263.24,225.952
