,Census year,Block ID,Property ID,Base property ID,Street address,CLUE small area,Trading name,Industry (ANZSIC4) code,Industry (ANZSIC4) description,Seating type,Number of seats,x,y
1073,2019,35,109268,109268,109-117 Swanston Street MELBOURNE 3000,Melbourne (CBD),Starbucks,4511,Cafes and Restaurants,Seats - Indoor,24,144.96579,-37.81507
1074,2019,35,109268,109268,109-117 Swanston Street MELBOURNE 3000,Melbourne (CBD),Starbucks,4511,Cafes and Restaurants,Seats - Outdoor,10,144.96579,-37.81507
1075,2019,35,109270,109270,123 Swanston Street MELBOURNE 3000,Melbourne (CBD),Crossways Food For Life,4511,Cafes and Restaurants,Seats - Indoor,100,144.96589,-37.81483
1076,2019,36,102148,102148,184-192 Collins Street MELBOURNE 3000,Melbourne (CBD),Bistrot D'Orsay,4511,Cafes and Restaurants,Seats - Indoor,50,144.96728,-37.81485
1077,2019,36,102148,102148,184-192 Collins Street MELBOURNE 3000,Melbourne (CBD),Bistrot D'Orsay,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96728,-37.81485
1078,2019,36,102149,102149,182 Collins Street MELBOURNE 3000,Melbourne (CBD),Teppanyaki Inn,4511,Cafes and Restaurants,Seats - Indoor,70,144.96744,-37.81478
1079,2019,36,102151,102151,170-174 Collins Street MELBOURNE 3000,Melbourne (CBD),Verandah Cafe,4512,Takeaway Food Services,Seats - Indoor,12,144.96771,-37.81474
1080,2019,36,102152,102152,162-168 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafenatics,4512,Takeaway Food Services,Seats - Indoor,14,144.96785,-37.8145
1081,2019,36,102152,102152,162-168 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafenatics,4512,Takeaway Food Services,Seats - Outdoor,4,144.96785,-37.8145
1082,2019,36,102152,102152,162-168 Collins Street MELBOURNE 3000,Melbourne (CBD),The George on Collins,4520,"Pubs, Taverns and Bars",Seats - Indoor,150,144.96785,-37.8145
1083,2019,36,102152,102152,162-168 Collins Street MELBOURNE 3000,Melbourne (CBD),Meatmaiden,4511,Cafes and Restaurants,Seats - Indoor,100,144.96785,-37.8145
1084,2019,36,105917,105917,209-221 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Alice's Thai Restaurant,4511,Cafes and Restaurants,Seats - Indoor,100,144.96708,-37.81446
1085,2019,36,105917,105917,209-221 Little Collins Street MELBOURNE 3000,Melbourne (CBD),The Victoria Hotel Melbourne,4400,Accommodation,Seats - Indoor,120,144.96708,-37.81446
1086,2019,36,108534,108534,150-154 Collins Street MELBOURNE 3000,Melbourne (CBD),In a Rush 150 Collins,4511,Cafes and Restaurants,Seats - Indoor,41,144.96818,-37.81418
1087,2019,36,108534,108534,150-154 Collins Street MELBOURNE 3000,Melbourne (CBD),Gold Drops - Coffee & Tea,4512,Takeaway Food Services,Seats - Indoor,8,144.96818,-37.81418
1088,2019,4,104034,104034,207-361 Flinders Street MELBOURNE 3000,Melbourne (CBD),Arbory Bar and Eatery,4511,Cafes and Restaurants,Seats - Outdoor,367,144.96583,-37.81869
1089,2019,4,104034,104034,207-361 Flinders Street MELBOURNE 3000,Melbourne (CBD),Green Light Flinders,4511,Cafes and Restaurants,Seats - Indoor,78,144.96583,-37.81869
1090,2019,4,104034,104034,207-361 Flinders Street MELBOURNE 3000,Melbourne (CBD),Pho Flinders,4511,Cafes and Restaurants,Seats - Indoor,48,144.96583,-37.81869
1091,2019,4,104034,104034,207-361 Flinders Street MELBOURNE 3000,Melbourne (CBD),Pho Flinders,4511,Cafes and Restaurants,Seats - Outdoor,8,144.96583,-37.81869
1092,2019,4,104034,104034,207-361 Flinders Street MELBOURNE 3000,Melbourne (CBD),Boost Juice,4129,Other Specialised Food Retailing,Seats - Outdoor,4,144.96583,-37.81869
1093,2019,44,597186,101146,385 Bourke Street MELBOURNE 3000,Melbourne (CBD),Famish'd,4511,Cafes and Restaurants,Seats - Indoor,65,144.96292,-37.81493
1094,2019,44,597186,101146,385 Bourke Street MELBOURNE 3000,Melbourne (CBD),Starbucks,4511,Cafes and Restaurants,Seats - Indoor,50,144.96292,-37.81493
1095,2019,44,597186,101146,385 Bourke Street MELBOURNE 3000,Melbourne (CBD),Kape & Co,4512,Takeaway Food Services,Seats - Indoor,6,144.96292,-37.81493
1096,2019,44,597186,101146,385 Bourke Street MELBOURNE 3000,Melbourne (CBD),Nosh,4511,Cafes and Restaurants,Seats - Indoor,30,144.96292,-37.81493
1097,2019,44,597186,101146,385 Bourke Street MELBOURNE 3000,Melbourne (CBD),Oli & Levi,4511,Cafes and Restaurants,Seats - Indoor,15,144.96292,-37.81493
1098,2019,44,597186,101146,385 Bourke Street MELBOURNE 3000,Melbourne (CBD),Oli & Levi,4511,Cafes and Restaurants,Seats - Outdoor,40,144.96292,-37.81493
1099,2019,44,105955,105955,392-396 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Marroo,4511,Cafes and Restaurants,Seats - Indoor,74,144.96153,-37.81556
1100,2019,44,105956,105956,384-390 Little Collins Street MELBOURNE 3000,Melbourne (CBD),In a Rush Espresso,4511,Cafes and Restaurants,Seats - Outdoor,18,144.96174,-37.81561
1101,2019,44,105956,105956,384-390 Little Collins Street MELBOURNE 3000,Melbourne (CBD),In a Rush Espresso,4511,Cafes and Restaurants,Seats - Indoor,60,144.96174,-37.81561
1102,2019,44,105958,105958,378-380 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Oriental Tea House,4511,Cafes and Restaurants,Seats - Outdoor,12,144.962,-37.81549
1103,2019,44,105958,105958,378-380 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Oriental Tea House,4511,Cafes and Restaurants,Seats - Indoor,120,144.962,-37.81549
1104,2019,44,105959,105959,358-360 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Trattoria Emilia,4511,Cafes and Restaurants,Seats - Indoor,70,144.96264,-37.81528
1105,2019,44,106372,106372,19 McKillop Street MELBOURNE 3000,Melbourne (CBD),Guhng,4511,Cafes and Restaurants,Seats - Indoor,132,144.96162,-37.81534
1106,2019,44,106373,106373,21-27 McKillop Street MELBOURNE 3000,Melbourne (CBD),Red Spice Road,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96148,-37.81524
1107,2019,44,106373,106373,21-27 McKillop Street MELBOURNE 3000,Melbourne (CBD),Red Spice Road,4511,Cafes and Restaurants,Seats - Indoor,200,144.96148,-37.81524
1108,2019,44,106374,106374,18-22 McKillop Street MELBOURNE 3000,Melbourne (CBD),Tejas Modern Indian,4511,Cafes and Restaurants,Seats - Indoor,100,144.96182,-37.81515
1109,2019,44,106374,106374,18-22 McKillop Street MELBOURNE 3000,Melbourne (CBD),Tejas Modern Indian,4511,Cafes and Restaurants,Seats - Outdoor,10,144.96182,-37.81515
1110,2019,44,108111,108111,118-126 Queen Street MELBOURNE 3000,Melbourne (CBD),Little Cupcakes,4129,Other Specialised Food Retailing,Seats - Indoor,16,144.9613,-37.81565
1111,2019,45,101140,101140,283-297 Bourke Street MELBOURNE 3000,Melbourne (CBD),The Pancake Parlour,4511,Cafes and Restaurants,Seats - Indoor,250,144.96522,-37.81421
1112,2019,45,101141,101141,299-307 Bourke Street MELBOURNE 3000,Melbourne (CBD),Sensory Lab,4511,Cafes and Restaurants,Seats - Indoor,29,144.9649,-37.8144
1113,2019,45,101141,101141,299-307 Bourke Street MELBOURNE 3000,Melbourne (CBD),Sensory Lab,4511,Cafes and Restaurants,Seats - Outdoor,8,144.9649,-37.8144
1114,2019,45,101142,101142,309-325 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cultured Salad,4511,Cafes and Restaurants,Seats - Indoor,84,144.96453,-37.81446
1115,2019,45,101142,101142,309-325 Bourke Street MELBOURNE 3000,Melbourne (CBD),Ghislaine,4512,Takeaway Food Services,Seats - Indoor,16,144.96453,-37.81446
1116,2019,45,101142,101142,309-325 Bourke Street MELBOURNE 3000,Melbourne (CBD),Ghislaine,4512,Takeaway Food Services,Seats - Outdoor,10,144.96453,-37.81446
1117,2019,45,101142,101142,309-325 Bourke Street MELBOURNE 3000,Melbourne (CBD),Grasshoppers Feast/Grab a Yabby,4511,Cafes and Restaurants,Seats - Indoor,40,144.96453,-37.81446
1118,2019,45,101142,101142,309-325 Bourke Street MELBOURNE 3000,Melbourne (CBD),Grasshoppers Feast/Grab a Yabby,4511,Cafes and Restaurants,Seats - Outdoor,16,144.96453,-37.81446
1119,2019,45,101142,101142,309-325 Bourke Street MELBOURNE 3000,Melbourne (CBD),Riva Cafe Bar,4511,Cafes and Restaurants,Seats - Indoor,46,144.96453,-37.81446
1120,2019,45,101142,101142,309-325 Bourke Street MELBOURNE 3000,Melbourne (CBD),Riva Cafe Bar,4511,Cafes and Restaurants,Seats - Outdoor,26,144.96453,-37.81446
1121,2019,45,101142,101142,309-325 Bourke Street MELBOURNE 3000,Melbourne (CBD),Sushi Monger,4511,Cafes and Restaurants,Seats - Indoor,13,144.96453,-37.81446
1122,2019,45,101142,101142,309-325 Bourke Street MELBOURNE 3000,Melbourne (CBD),Sushi Monger,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96453,-37.81446
1123,2019,45,101142,101142,309-325 Bourke Street MELBOURNE 3000,Melbourne (CBD),Saluministi,4512,Takeaway Food Services,Seats - Indoor,16,144.96453,-37.81446
1124,2019,45,101142,101142,309-325 Bourke Street MELBOURNE 3000,Melbourne (CBD),Saluministi,4512,Takeaway Food Services,Seats - Outdoor,12,144.96453,-37.81446
1125,2019,45,101143,101143,327-329 Bourke Street MELBOURNE 3000,Melbourne (CBD),Causeway Inn On The Mall,4400,Accommodation,Seats - Indoor,56,144.96416,-37.81432
1126,2019,45,101144,101144,331-339 Bourke Street MELBOURNE 3000,Melbourne (CBD),Koko Black,4129,Other Specialised Food Retailing,Seats - Indoor,67,144.96398,-37.81438
1127,2019,45,101144,101144,331-339 Bourke Street MELBOURNE 3000,Melbourne (CBD),Koko Black,4129,Other Specialised Food Retailing,Seats - Outdoor,16,144.96398,-37.81438
1128,2019,45,101144,101144,331-339 Bourke Street MELBOURNE 3000,Melbourne (CBD),Caffe E Torta,4511,Cafes and Restaurants,Seats - Indoor,28,144.96398,-37.81438
1129,2019,45,101144,101144,331-339 Bourke Street MELBOURNE 3000,Melbourne (CBD),Caffe E Torta,4511,Cafes and Restaurants,Seats - Outdoor,24,144.96398,-37.81438
1130,2019,45,103315,103315,136-140 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Pho 7,4511,Cafes and Restaurants,Seats - Indoor,30,144.96374,-37.81484
1131,2019,45,103315,103315,136-140 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Pho 7,4511,Cafes and Restaurants,Seats - Outdoor,10,144.96374,-37.81484
1132,2019,45,105960,105960,318-322 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Gourmet Curry Hut,4511,Cafes and Restaurants,Seats - Outdoor,18,144.96401,-37.81489
1133,2019,45,105960,105960,318-322 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Chuckle Park,4520,"Pubs, Taverns and Bars",Seats - Indoor,50,144.96401,-37.81489
1134,2019,45,105960,105960,318-322 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Gourmet Curry Hut,4511,Cafes and Restaurants,Seats - Indoor,28,144.96401,-37.81489
1135,2019,45,105960,105960,318-322 Little Collins Street MELBOURNE 3000,Melbourne (CBD),New Guernica,4520,"Pubs, Taverns and Bars",Seats - Indoor,120,144.96401,-37.81489
1136,2019,45,105960,105960,318-322 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Chokolait,4511,Cafes and Restaurants,Seats - Indoor,20,144.96401,-37.81489
1137,2019,45,105960,105960,318-322 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Chuckle Deli,4512,Takeaway Food Services,Seats - Indoor,15,144.96401,-37.81489
1138,2019,45,105960,105960,318-322 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Chuckle Deli,4512,Takeaway Food Services,Seats - Outdoor,9,144.96401,-37.81489
1139,2019,45,105960,105960,318-322 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Moonshine Studio,4512,Takeaway Food Services,Seats - Outdoor,6,144.96401,-37.81489
1140,2019,45,105960,105960,318-322 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Ministry Of Curry,4512,Takeaway Food Services,Seats - Indoor,20,144.96401,-37.81489
1141,2019,45,105961,105961,304-306 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Union Kiosk,4512,Takeaway Food Services,Seats - Outdoor,4,144.96435,-37.81473
1142,2019,45,105961,105961,304-306 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Gordons Cafe & Bar,4511,Cafes and Restaurants,Seats - Indoor,38,144.96435,-37.81473
1143,2019,45,105961,105961,304-306 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Gordons Cafe & Bar,4511,Cafes and Restaurants,Seats - Outdoor,22,144.96435,-37.81473
1144,2019,45,105961,105961,304-306 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafe Insieme,4511,Cafes and Restaurants,Seats - Outdoor,14,144.96435,-37.81473
1145,2019,45,105961,105961,304-306 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Laurent Boulangerie Patisserie,4511,Cafes and Restaurants,Seats - Outdoor,30,144.96435,-37.81473
1146,2019,45,105961,105961,304-306 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafe Insieme,4511,Cafes and Restaurants,Seats - Indoor,16,144.96435,-37.81473
1147,2019,45,105961,105961,304-306 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Laurent Boulangerie Patisserie,4511,Cafes and Restaurants,Seats - Indoor,80,144.96435,-37.81473
1148,2019,45,109273,109273,139-141 Swanston Street MELBOURNE 3000,Melbourne (CBD),Gopal's Vegetarian Restaurant,4511,Cafes and Restaurants,Seats - Indoor,80,144.96573,-37.81441
1149,2019,45,109279,109279,157-159 Swanston Street MELBOURNE 3000,Melbourne (CBD),Rozzi's,4511,Cafes and Restaurants,Seats - Indoor,187,144.96558,-37.81408
1150,2019,46,101127,101127,143-153 Russell Street MELBOURNE 3000,Melbourne (CBD),Simpsons Chips & Burgers,4512,Takeaway Food Services,Seats - Indoor,8,144.96797,-37.81311
1151,2019,46,101127,101127,143-153 Russell Street MELBOURNE 3000,Melbourne (CBD),Simpsons Chips & Burgers,4512,Takeaway Food Services,Seats - Outdoor,6,144.96797,-37.81311
1152,2019,46,101129,101129,189-191 Bourke Street MELBOURNE 3000,Melbourne (CBD),4 Fingers Crispy Chicken,4511,Cafes and Restaurants,Seats - Indoor,54,144.96776,-37.81317
1153,2019,46,101130,101130,193-199 Bourke Street MELBOURNE 3000,Melbourne (CBD),The Carlton Hotel,4520,"Pubs, Taverns and Bars",Seats - Indoor,140,144.96765,-37.8132
1154,2019,46,101131,101131,201-203 Bourke Street MELBOURNE 3000,Melbourne (CBD),KFC,4511,Cafes and Restaurants,Seats - Indoor,50,144.96753,-37.81324
1155,2019,46,101133,101133,209-215 Bourke Street MELBOURNE 3000,Melbourne (CBD),Treasure Star,4520,"Pubs, Taverns and Bars",Seats - Indoor,100,144.9673,-37.81328
1156,2019,46,101135,101135,227-229 Bourke Street MELBOURNE 3000,Melbourne (CBD),Drumplings,4511,Cafes and Restaurants,Seats - Indoor,44,144.96692,-37.81341
1157,2019,46,101135,101135,227-229 Bourke Street MELBOURNE 3000,Melbourne (CBD),Drumplings,4511,Cafes and Restaurants,Seats - Outdoor,24,144.96692,-37.81341
1158,2019,46,101137,101137,235-251 Bourke Street MELBOURNE 3000,Melbourne (CBD),Coco Fresh Tea & Juice,4512,Takeaway Food Services,Seats - Indoor,18,144.96662,-37.81374
1159,2019,46,101137,101137,235-251 Bourke Street MELBOURNE 3000,Melbourne (CBD),Nusantara,4512,Takeaway Food Services,Seats - Indoor,16,144.96662,-37.81374
1160,2019,46,101137,101137,235-251 Bourke Street MELBOURNE 3000,Melbourne (CBD),Warra Warra,4511,Cafes and Restaurants,Seats - Indoor,34,144.96662,-37.81374
1161,2019,46,101137,101137,235-251 Bourke Street MELBOURNE 3000,Melbourne (CBD),Warra Warra,4511,Cafes and Restaurants,Seats - Outdoor,20,144.96662,-37.81374
1162,2019,46,101137,101137,235-251 Bourke Street MELBOURNE 3000,Melbourne (CBD),Salero Kito Padang Melbourne,4511,Cafes and Restaurants,Seats - Indoor,25,144.96662,-37.81374
1163,2019,46,101137,101137,235-251 Bourke Street MELBOURNE 3000,Melbourne (CBD),Salero Kito Padang Melbourne,4511,Cafes and Restaurants,Seats - Outdoor,30,144.96662,-37.81374
1164,2019,46,101137,101137,235-251 Bourke Street MELBOURNE 3000,Melbourne (CBD),VB Rolls,4512,Takeaway Food Services,Seats - Outdoor,12,144.96662,-37.81374
1165,2019,46,101137,101137,235-251 Bourke Street MELBOURNE 3000,Melbourne (CBD),Momo Station,4511,Cafes and Restaurants,Seats - Indoor,28,144.96662,-37.81374
1166,2019,46,101137,101137,235-251 Bourke Street MELBOURNE 3000,Melbourne (CBD),Momo Station,4511,Cafes and Restaurants,Seats - Outdoor,18,144.96662,-37.81374
1167,2019,46,101137,101137,235-251 Bourke Street MELBOURNE 3000,Melbourne (CBD),Starbucks,4511,Cafes and Restaurants,Seats - Outdoor,16,144.96662,-37.81374
1168,2019,46,101137,101137,235-251 Bourke Street MELBOURNE 3000,Melbourne (CBD),Starbucks,4511,Cafes and Restaurants,Seats - Indoor,70,144.96662,-37.81374
1169,2019,46,101137,101137,235-251 Bourke Street MELBOURNE 3000,Melbourne (CBD),Wagyu Fun,4512,Takeaway Food Services,Seats - Indoor,16,144.96662,-37.81374
1170,2019,46,101137,101137,235-251 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafe Soho,4512,Takeaway Food Services,Seats - Indoor,12,144.96662,-37.81374
1171,2019,46,105963,105963,196-212 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Stellini Bar,4511,Cafes and Restaurants,Seats - Indoor,32,144.96715,-37.8139
1172,2019,46,105964,105964,188-194 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Sarti Restaurant & Bar,4511,Cafes and Restaurants,Seats - Indoor,65,144.96758,-37.81391
1173,2019,46,105964,105964,188-194 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Sarti Restaurant & Bar,4511,Cafes and Restaurants,Seats - Outdoor,40,144.96758,-37.81391
1174,2019,46,105965,105965,166-186 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Il Bacaro Cucina E Bar,4511,Cafes and Restaurants,Seats - Indoor,45,144.96787,-37.81377
1175,2019,46,108536,108536,115-127 Russell Street MELBOURNE 3000,Melbourne (CBD),Portland Hotel,4520,"Pubs, Taverns and Bars",Seats - Indoor,100,144.9682,-37.81366
1176,2019,46,108536,108536,115-127 Russell Street MELBOURNE 3000,Melbourne (CBD),Portland Hotel,4520,"Pubs, Taverns and Bars",Seats - Outdoor,40,144.9682,-37.81366
1177,2019,46,108537,108537,131-141 Russell Street MELBOURNE 3000,Melbourne (CBD),QT Melbourne,4400,Accommodation,Seats - Indoor,200,144.96784,-37.81343
1178,2019,46,109412,109412,148 Swanston Street MELBOURNE 3000,Melbourne (CBD),Sushi Sushi,4511,Cafes and Restaurants,Seats - Indoor,28,144.96622,-37.81413
1179,2019,46,109412,109412,148 Swanston Street MELBOURNE 3000,Melbourne (CBD),Sushi Sushi,4511,Cafes and Restaurants,Seats - Outdoor,10,144.96622,-37.81413
1180,2019,46,109413,109413,146 Swanston Street MELBOURNE 3000,Melbourne (CBD),Tsujiri,4512,Takeaway Food Services,Seats - Indoor,24,144.9662,-37.81418
1181,2019,46,109413,109413,146 Swanston Street MELBOURNE 3000,Melbourne (CBD),Tsujiri,4512,Takeaway Food Services,Seats - Outdoor,12,144.9662,-37.81418
1182,2019,46,109415,109415,134-142 Swanston Street MELBOURNE 3000,Melbourne (CBD),L'Incontro,4511,Cafes and Restaurants,Seats - Indoor,20,144.96629,-37.81431
1183,2019,46,109415,109415,134-142 Swanston Street MELBOURNE 3000,Melbourne (CBD),L'Incontro,4511,Cafes and Restaurants,Seats - Outdoor,100,144.96629,-37.81431
1184,2019,46,111394,111394,16-30 Russell Place MELBOURNE 3000,Melbourne (CBD),Bar Ampere,4520,"Pubs, Taverns and Bars",Seats - Indoor,78,144.96744,-37.81355
1185,2019,46,111394,111394,16-30 Russell Place MELBOURNE 3000,Melbourne (CBD),Bar Ampere,4520,"Pubs, Taverns and Bars",Seats - Outdoor,34,144.96744,-37.81355
1186,2019,46,111394,111394,16-30 Russell Place MELBOURNE 3000,Melbourne (CBD),Neapoli Wine Bar,4511,Cafes and Restaurants,Seats - Indoor,35,144.96744,-37.81355
1187,2019,46,111394,111394,16-30 Russell Place MELBOURNE 3000,Melbourne (CBD),Neapoli Wine Bar,4511,Cafes and Restaurants,Seats - Outdoor,20,144.96744,-37.81355
1188,2019,54,101186,101186,408-412 Bourke Street MELBOURNE 3000,Melbourne (CBD),Corner & Bench,4511,Cafes and Restaurants,Seats - Indoor,32,144.96148,-37.8144
1189,2019,54,101186,101186,408-412 Bourke Street MELBOURNE 3000,Melbourne (CBD),Corner & Bench,4511,Cafes and Restaurants,Seats - Outdoor,40,144.96148,-37.8144
1190,2019,54,101187,101187,392-406 Bourke Street MELBOURNE 3000,Melbourne (CBD),Curry Point,4512,Takeaway Food Services,Seats - Indoor,12,144.96174,-37.81422
1191,2019,54,101187,101187,392-406 Bourke Street MELBOURNE 3000,Melbourne (CBD),McDonald's Bourke St West,4511,Cafes and Restaurants,Seats - Indoor,120,144.96174,-37.81422
1192,2019,54,101187,101187,392-406 Bourke Street MELBOURNE 3000,Melbourne (CBD),Ohsso,4511,Cafes and Restaurants,Seats - Indoor,15,144.96174,-37.81422
1193,2019,54,101187,101187,392-406 Bourke Street MELBOURNE 3000,Melbourne (CBD),Ohsso,4511,Cafes and Restaurants,Seats - Outdoor,15,144.96174,-37.81422
1194,2019,54,101187,101187,392-406 Bourke Street MELBOURNE 3000,Melbourne (CBD),La Belle Miette,4512,Takeaway Food Services,Seats - Indoor,5,144.96174,-37.81422
1195,2019,54,101187,101187,392-406 Bourke Street MELBOURNE 3000,Melbourne (CBD),La Belle Miette,4512,Takeaway Food Services,Seats - Outdoor,4,144.96174,-37.81422
1196,2019,54,101187,101187,392-406 Bourke Street MELBOURNE 3000,Melbourne (CBD),La Petite Creperie,4511,Cafes and Restaurants,Seats - Indoor,16,144.96174,-37.81422
1197,2019,54,101187,101187,392-406 Bourke Street MELBOURNE 3000,Melbourne (CBD),La Petite Creperie,4511,Cafes and Restaurants,Seats - Outdoor,18,144.96174,-37.81422
1198,2019,54,101192,101192,360-374 Bourke Street MELBOURNE 3000,Melbourne (CBD),Shanghai Street on Bourke,4511,Cafes and Restaurants,Seats - Indoor,130,144.96267,-37.81412
1199,2019,54,103180,103180,187-193 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Subway,4512,Takeaway Food Services,Seats - Indoor,17,144.96271,-37.81389
1200,2019,54,103180,103180,187-193 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Subway,4512,Takeaway Food Services,Seats - Outdoor,8,144.96271,-37.81389
1201,2019,54,103180,103180,187-193 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Udon Yasan,4511,Cafes and Restaurants,Seats - Indoor,22,144.96271,-37.81389
1202,2019,54,103183,103183,201-207 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Schnitz,4511,Cafes and Restaurants,Seats - Indoor,20,144.9626,-37.81366
1203,2019,54,103183,103183,201-207 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Schnitz,4511,Cafes and Restaurants,Seats - Outdoor,16,144.9626,-37.81366
1204,2019,54,103184,103184,209-213 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Tropicana Juice Bar,4511,Cafes and Restaurants,Seats - Indoor,10,144.96255,-37.81354
1205,2019,54,103184,103184,209-213 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Tropicana Juice Bar,4511,Cafes and Restaurants,Seats - Outdoor,30,144.96255,-37.81354
1206,2019,54,103184,103184,209-213 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Captains of Industry,4511,Cafes and Restaurants,Seats - Indoor,45,144.96255,-37.81354
1207,2019,54,104651,104651,13-15 Hardware Lane MELBOURNE 3000,Melbourne (CBD),Rice Paper Sister,4511,Cafes and Restaurants,Seats - Indoor,46,144.96141,-37.81429
1208,2019,54,104651,104651,13-15 Hardware Lane MELBOURNE 3000,Melbourne (CBD),Rice Paper Sister,4511,Cafes and Restaurants,Seats - Outdoor,32,144.96141,-37.81429
1209,2019,54,104653,104653,21-25 Hardware Lane MELBOURNE 3000,Melbourne (CBD),Campari House,4511,Cafes and Restaurants,Seats - Indoor,100,144.96131,-37.81409
1210,2019,54,104653,104653,21-25 Hardware Lane MELBOURNE 3000,Melbourne (CBD),Campari House,4511,Cafes and Restaurants,Seats - Outdoor,50,144.96131,-37.81409
1211,2019,54,104654,104654,27-31 Hardware Lane MELBOURNE 3000,Melbourne (CBD),Big Boy BBQ,4511,Cafes and Restaurants,Seats - Indoor,40,144.96127,-37.81399
1212,2019,54,104654,104654,27-31 Hardware Lane MELBOURNE 3000,Melbourne (CBD),Big Boy BBQ,4511,Cafes and Restaurants,Seats - Outdoor,16,144.96127,-37.81399
1213,2019,54,104654,104654,27-31 Hardware Lane MELBOURNE 3000,Melbourne (CBD),Affogato,4511,Cafes and Restaurants,Seats - Indoor,20,144.96127,-37.81399
1214,2019,54,104654,104654,27-31 Hardware Lane MELBOURNE 3000,Melbourne (CBD),Affogato,4511,Cafes and Restaurants,Seats - Outdoor,18,144.96127,-37.81399
1215,2019,54,105843,105843,353-359 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Brother Baba Budan,4511,Cafes and Restaurants,Seats - Indoor,16,144.96217,-37.81353
1216,2019,54,105844,105844,361-363 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Tipo 00,4511,Cafes and Restaurants,Seats - Indoor,44,144.96199,-37.81359
1217,2019,54,110727,105845,365-367 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Osteria Ilaria,4511,Cafes and Restaurants,Seats - Indoor,75,144.96198,-37.81376
1218,2019,54,105846,105846,369-371 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Grill'd Healthy Burgers,4511,Cafes and Restaurants,Seats - Indoor,90,144.96178,-37.81367
1219,2019,54,105848,105848,377-379 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Dex2rose Nitrogen Gelato,4511,Cafes and Restaurants,Seats - Indoor,32,144.9616,-37.8138
1220,2019,54,105850,105850,387 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Bon,4511,Cafes and Restaurants,Seats - Indoor,12,144.96139,-37.8138
1221,2019,54,105850,105850,387 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Bon,4511,Cafes and Restaurants,Seats - Outdoor,20,144.96139,-37.8138
1222,2019,54,105851,105851,393-397 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Sushi Aru,4512,Takeaway Food Services,Seats - Indoor,9,144.9612,-37.81385
1223,2019,54,105851,105851,393-397 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Triim,4511,Cafes and Restaurants,Seats - Outdoor,24,144.9612,-37.81385
1224,2019,54,105851,105851,393-397 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Triim,4511,Cafes and Restaurants,Seats - Indoor,50,144.9612,-37.81385
1225,2019,54,105851,105851,393-397 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Larder Section,4511,Cafes and Restaurants,Seats - Indoor,12,144.9612,-37.81385
