,Census year,Block ID,Property ID,Base property ID,Street address,CLUE small area,Trading name,Industry (ANZSIC4) code,Industry (ANZSIC4) description,Seating type,Number of seats,x,y
0,2019,203,103123,103123,258 Elgin Street CARLTON 3053,Carlton,Cafe Sua Da,4511,Cafes and Restaurants,Seats - Indoor,45,144.96553,-37.79671
1,2019,203,103123,103123,258 Elgin Street CARLTON 3053,Carlton,Cafe Sua Da,4511,Cafes and Restaurants,Seats - Outdoor,6,144.96553,-37.79671
2,2019,203,109358,109358,832-834 Swanston Street CARLTON 3053,Carlton,Brother Bull,4511,Cafes and Restaurants,Seats - Indoor,42,144.9649,-37.79668
3,2019,204,101613,101613,377-391 Cardigan Street CARLTON 3053,Carlton,Clyde Hotel,4520,"Pubs, Taverns and Bars",Seats - Indoor,70,144.96575,-37.79726
4,2019,204,101613,101613,377-391 Cardigan Street CARLTON 3053,Carlton,Clyde Hotel,4520,"Pubs, Taverns and Bars",Seats - Outdoor,50,144.96575,-37.79726
5,2019,204,109359,109359,768-804 Swanston Street CARLTON 3053,Carlton,The Longing Flavour,4511,Cafes and Restaurants,Seats - Indoor,50,144.96517,-37.79783
6,2019,204,109359,109359,768-804 Swanston Street CARLTON 3053,Carlton,Masters Of Burgerology,4511,Cafes and Restaurants,Seats - Indoor,50,144.96517,-37.79783
7,2019,204,109359,109359,768-804 Swanston Street CARLTON 3053,Carlton,Masters Of Burgerology,4511,Cafes and Restaurants,Seats - Outdoor,16,144.96517,-37.79783
8,2019,205,512713,512713,249-263 Faraday Street CARLTON 3053,Carlton,Wild Timor Coffee Carlton Pty Ltd,4511,Cafes and Restaurants,Seats - Indoor,17,144.96526,-37.79872
9,2019,205,512713,512713,249-263 Faraday Street CARLTON 3053,Carlton,Wild Timor Coffee Carlton Pty Ltd,4511,Cafes and Restaurants,Seats - Outdoor,24,144.96526,-37.79872
10,2019,205,573289,573289,714-736 Swanston Street CARLTON 3053,Carlton,Toothpicks Cafe,4511,Cafes and Restaurants,Seats - Indoor,60,144.96489,-37.79947
11,2019,205,573289,573289,714-736 Swanston Street CARLTON 3053,Carlton,Toothpicks Cafe,4511,Cafes and Restaurants,Seats - Outdoor,36,144.96489,-37.79947
12,2019,205,573290,573290,740-750 Swanston Street CARLTON 3053,Carlton,Claypot Kingdom,4511,Cafes and Restaurants,Seats - Indoor,40,144.96476,-37.799
13,2019,205,573290,573290,740-750 Swanston Street CARLTON 3053,Carlton,E Dumpling,4511,Cafes and Restaurants,Seats - Indoor,32,144.96476,-37.799
14,2019,205,573290,573290,740-750 Swanston Street CARLTON 3053,Carlton,E Dumpling,4511,Cafes and Restaurants,Seats - Outdoor,8,144.96476,-37.799
15,2019,206,103691,103691,221-229 Faraday Street CARLTON 3053,Carlton,Thresherman's Bakehouse,4511,Cafes and Restaurants,Seats - Indoor,70,144.96673,-37.79886
16,2019,206,103691,103691,221-229 Faraday Street CARLTON 3053,Carlton,Thresherman's Bakehouse,4511,Cafes and Restaurants,Seats - Outdoor,50,144.96673,-37.79886
17,2019,206,103694,103694,235-237 Faraday Street CARLTON 3053,Carlton,New York Minute,4511,Cafes and Restaurants,Seats - Indoor,33,144.9663,-37.79881
18,2019,206,103694,103694,235-237 Faraday Street CARLTON 3053,Carlton,New York Minute,4511,Cafes and Restaurants,Seats - Outdoor,24,144.9663,-37.79881
19,2019,206,106113,106113,205-207 Lygon Street CARLTON 3053,Carlton,Dumpling ADA,4511,Cafes and Restaurants,Seats - Indoor,35,144.96656,-37.80046
20,2019,206,106113,106113,205-207 Lygon Street CARLTON 3053,Carlton,Dumpling ADA,4511,Cafes and Restaurants,Seats - Outdoor,16,144.96656,-37.80046
21,2019,206,106114,106114,209 Lygon Street CARLTON 3053,Carlton,Il Cantuccio Restaurant,4511,Cafes and Restaurants,Seats - Indoor,100,144.9666,-37.80042
22,2019,206,106114,106114,209 Lygon Street CARLTON 3053,Carlton,Il Cantuccio Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,20,144.9666,-37.80042
23,2019,206,106118,106118,219-221 Lygon Street CARLTON 3053,Carlton,Papa Gino's Pizza Restaurant,4511,Cafes and Restaurants,Seats - Indoor,100,144.96672,-37.80019
24,2019,206,106118,106118,219-221 Lygon Street CARLTON 3053,Carlton,Papa Gino's Pizza Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,40,144.96672,-37.80019
25,2019,206,106120,106120,225-229 Lygon Street CARLTON 3053,Carlton,Cafe Corretto,4511,Cafes and Restaurants,Seats - Indoor,60,144.96674,-37.80005
26,2019,206,106120,106120,225-229 Lygon Street CARLTON 3053,Carlton,Cafe Corretto,4511,Cafes and Restaurants,Seats - Outdoor,55,144.96674,-37.80005
27,2019,206,106124,106124,239 Lygon Street CARLTON 3053,Carlton,Original Lolly Store,4129,Other Specialised Food Retailing,Seats - Outdoor,4,144.96678,-37.79983
28,2019,206,106125,106125,241 Lygon Street CARLTON 3053,Carlton,New Zealand Natural Ice Cream,4512,Takeaway Food Services,Seats - Outdoor,16,144.96679,-37.79978
29,2019,206,106129,106129,253 Lygon Street CARLTON 3053,Carlton,La Parisienne Pates,4511,Cafes and Restaurants,Seats - Indoor,38,144.96683,-37.79954
30,2019,206,106129,106129,253 Lygon Street CARLTON 3053,Carlton,La Parisienne Pates,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96683,-37.79954
31,2019,206,106130,106130,255-257 Lygon Street CARLTON 3053,Carlton,University Cafe,4511,Cafes and Restaurants,Seats - Indoor,120,144.96684,-37.79948
32,2019,206,106130,106130,255-257 Lygon Street CARLTON 3053,Carlton,University Cafe,4511,Cafes and Restaurants,Seats - Outdoor,56,144.96684,-37.79948
33,2019,206,106132,106132,263 Lygon Street CARLTON 3053,Carlton,Lygon Food Store,4511,Cafes and Restaurants,Seats - Indoor,29,144.96687,-37.7993
34,2019,206,106132,106132,263 Lygon Street CARLTON 3053,Carlton,Lygon Food Store,4511,Cafes and Restaurants,Seats - Outdoor,45,144.96687,-37.7993
35,2019,207,106143,106143,303 Lygon Street CARLTON 3053,Carlton,Tiamo Coffee,4511,Cafes and Restaurants,Seats - Indoor,50,144.96709,-37.79822
36,2019,207,106143,106143,303 Lygon Street CARLTON 3053,Carlton,Tiamo Coffee,4511,Cafes and Restaurants,Seats - Outdoor,29,144.96709,-37.79822
37,2019,207,106144,106144,305 Lygon Street CARLTON 3053,Carlton,Tiamo 2,4511,Cafes and Restaurants,Seats - Indoor,125,144.96708,-37.79818
38,2019,207,106144,106144,305 Lygon Street CARLTON 3053,Carlton,Tiamo 2,4511,Cafes and Restaurants,Seats - Outdoor,29,144.96708,-37.79818
39,2019,207,106149,106149,323 Lygon Street CARLTON 3053,Carlton,Milk The Cow,4511,Cafes and Restaurants,Seats - Indoor,80,144.96713,-37.79777
40,2019,207,106149,106149,323 Lygon Street CARLTON 3053,Carlton,Milk The Cow,4511,Cafes and Restaurants,Seats - Outdoor,20,144.96713,-37.79777
41,2019,207,106152,106152,329 Lygon Street CARLTON 3053,Carlton,Heartattack and Vine,4511,Cafes and Restaurants,Seats - Indoor,35,144.96715,-37.79764
42,2019,207,106152,106152,329 Lygon Street CARLTON 3053,Carlton,Heartattack and Vine,4511,Cafes and Restaurants,Seats - Outdoor,16,144.96715,-37.79764
43,2019,207,106153,106153,331-335 Lygon Street CARLTON 3053,Carlton,Jimmy Watsons,4511,Cafes and Restaurants,Seats - Indoor,120,144.96717,-37.79751
44,2019,207,106153,106153,331-335 Lygon Street CARLTON 3053,Carlton,Jimmy Watsons,4511,Cafes and Restaurants,Seats - Outdoor,28,144.96717,-37.79751
45,2019,207,106154,106154,337-343 Lygon Street CARLTON 3053,Carlton,Intersection Cafe,4511,Cafes and Restaurants,Seats - Indoor,39,144.96723,-37.79735
46,2019,207,106154,106154,337-343 Lygon Street CARLTON 3053,Carlton,Intersection Cafe,4511,Cafes and Restaurants,Seats - Outdoor,6,144.96723,-37.79735
47,2019,208,101660,101660,330-332 Cardigan Street CARLTON 3053,Carlton,Le Miel Et Le Lune,4511,Cafes and Restaurants,Seats - Indoor,35,144.96638,-37.79686
48,2019,208,101660,101660,330-332 Cardigan Street CARLTON 3053,Carlton,Le Miel Et Le Lune,4511,Cafes and Restaurants,Seats - Outdoor,8,144.96638,-37.79686
49,2019,212,106871,102697,478 Drummond Street CARLTON 3053,Carlton,Adonai Foods,4511,Cafes and Restaurants,Seats - Indoor,30,144.96921,-37.79477
50,2019,212,106871,102697,478 Drummond Street CARLTON 3053,Carlton,Adonai Foods,4511,Cafes and Restaurants,Seats - Outdoor,16,144.96921,-37.79477
51,2019,212,111336,106170,570 Lygon Street CARLTON 3053,Carlton,Chong Quing,4511,Cafes and Restaurants,Seats - Indoor,66,144.96904,-37.79314
52,2019,212,633373,633373,497-513 Rathdowne Street CARLTON 3053,Carlton,Rathdowne & Reeves Cafe,4511,Cafes and Restaurants,Seats - Indoor,48,144.97077,-37.79366
53,2019,212,633373,633373,497-513 Rathdowne Street CARLTON 3053,Carlton,Rathdowne & Reeves Cafe,4511,Cafes and Restaurants,Seats - Outdoor,22,144.97077,-37.79366
54,2019,214,103134,103134,192 Elgin Street CARLTON 3053,Carlton,Curry in Carlton,4512,Takeaway Food Services,Seats - Indoor,20,144.96816,-37.79698
55,2019,214,103134,103134,192 Elgin Street CARLTON 3053,Carlton,Curry in Carlton,4512,Takeaway Food Services,Seats - Outdoor,6,144.96816,-37.79698
56,2019,214,106186,106186,414-422 Lygon Street CARLTON 3053,Carlton,Green Man's Arms,4520,"Pubs, Taverns and Bars",Seats - Indoor,40,144.96781,-37.79695
57,2019,215,103144,103144,138-144 Elgin Street CARLTON 3053,Carlton,Campos Coffee,4511,Cafes and Restaurants,Seats - Indoor,36,144.96981,-37.79715
58,2019,215,103144,103144,138-144 Elgin Street CARLTON 3053,Carlton,Campos Coffee,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96981,-37.79715
59,2019,215,108197,108197,401 Rathdowne Street CARLTON 3053,Carlton,Shompen,4511,Cafes and Restaurants,Seats - Indoor,22,144.97032,-37.79692
60,2019,215,108202,108202,415-421 Rathdowne Street CARLTON 3053,Carlton,The Beaufort,4520,"Pubs, Taverns and Bars",Seats - Indoor,80,144.97043,-37.79652
61,2019,216,102714,102714,350-352 Drummond Street CARLTON 3053,Carlton,The Moor's Head,4511,Cafes and Restaurants,Seats - Indoor,32,144.96927,-37.79771
62,2019,216,102715,102715,348 Drummond Street CARLTON 3053,Carlton,Vincent The Dog,4511,Cafes and Restaurants,Seats - Outdoor,12,144.96927,-37.79778
63,2019,216,102715,102715,348 Drummond Street CARLTON 3053,Carlton,Vincent The Dog,4511,Cafes and Restaurants,Seats - Indoor,21,144.96927,-37.79778
64,2019,216,103101,103101,161-169 Elgin Street CARLTON 3053,Carlton,Cafe Lua,4511,Cafes and Restaurants,Seats - Indoor,24,144.96929,-37.79758
65,2019,216,103101,103101,161-169 Elgin Street CARLTON 3053,Carlton,Cafe Lua,4511,Cafes and Restaurants,Seats - Outdoor,36,144.96929,-37.79758
66,2019,217,102686,102686,313-315 Drummond Street CARLTON 3053,Carlton,Masani's Italian Dinning & Terrace,4511,Cafes and Restaurants,Seats - Outdoor,30,144.96849,-37.79838
67,2019,217,102686,102686,313-315 Drummond Street CARLTON 3053,Carlton,Masani's Italian Dinning & Terrace,4511,Cafes and Restaurants,Seats - Indoor,60,144.96849,-37.79838
68,2019,217,103102,103102,171-175 Elgin Street CARLTON 3053,Carlton,The Shaw Davey Slum,4511,Cafes and Restaurants,Seats - Indoor,300,144.96871,-37.79751
69,2019,217,103102,103102,171-175 Elgin Street CARLTON 3053,Carlton,The Shaw Davey Slum,4511,Cafes and Restaurants,Seats - Outdoor,20,144.96871,-37.79751
70,2019,217,103107,103107,189 Elgin Street CARLTON 3053,Carlton,The Heart of Carlton,4511,Cafes and Restaurants,Seats - Indoor,10,144.96821,-37.79746
71,2019,217,103107,103107,189 Elgin Street CARLTON 3053,Carlton,The Heart of Carlton,4511,Cafes and Restaurants,Seats - Outdoor,5,144.96821,-37.79746
72,2019,217,103703,103703,198-204 Faraday Street CARLTON 3053,Carlton,Crinitis Southern Italian Cuisine,4511,Cafes and Restaurants,Seats - Indoor,110,144.96784,-37.79851
73,2019,217,103703,103703,198-204 Faraday Street CARLTON 3053,Carlton,Crinitis Southern Italian Cuisine,4511,Cafes and Restaurants,Seats - Outdoor,86,144.96784,-37.79851
74,2019,217,103704,103704,194-196 Faraday Street CARLTON 3053,Carlton,Yo-Chi,4511,Cafes and Restaurants,Seats - Indoor,40,144.96802,-37.79844
75,2019,217,103704,103704,194-196 Faraday Street CARLTON 3053,Carlton,Yo-Chi,4511,Cafes and Restaurants,Seats - Outdoor,20,144.96802,-37.79844
76,2019,217,103710,103710,176-178 Faraday Street CARLTON 3053,Carlton,Market Lane Coffee,4511,Cafes and Restaurants,Seats - Indoor,2,144.96849,-37.79857
77,2019,217,103710,103710,176-178 Faraday Street CARLTON 3053,Carlton,Market Lane Coffee,4511,Cafes and Restaurants,Seats - Outdoor,4,144.96849,-37.79857
78,2019,217,103711,103711,172-174 Faraday Street CARLTON 3053,Carlton,The Carlton Wine Room,4511,Cafes and Restaurants,Seats - Indoor,126,144.96859,-37.79858
79,2019,217,103711,103711,172-174 Faraday Street CARLTON 3053,Carlton,The Carlton Wine Room,4511,Cafes and Restaurants,Seats - Outdoor,20,144.96859,-37.79858
80,2019,217,106189,106189,398-400 Lygon Street CARLTON 3053,Carlton,Trotters Bistro,4511,Cafes and Restaurants,Seats - Indoor,125,144.96776,-37.79763
81,2019,217,106189,106189,398-400 Lygon Street CARLTON 3053,Carlton,Trotters Bistro,4511,Cafes and Restaurants,Seats - Outdoor,24,144.96776,-37.79763
82,2019,217,106193,106193,368-386 Lygon Street CARLTON 3053,Carlton,Brunetti Carlton,4511,Cafes and Restaurants,Seats - Indoor,300,144.96815,-37.79804
83,2019,217,106193,106193,368-386 Lygon Street CARLTON 3053,Carlton,Brunetti Carlton,4511,Cafes and Restaurants,Seats - Outdoor,100,144.96815,-37.79804
84,2019,217,106193,106193,368-386 Lygon Street CARLTON 3053,Carlton,Cinema Nova,5513,Motion Picture Exhibition,Seats - Indoor,30,144.96815,-37.79804
85,2019,217,106195,106195,364 Lygon Street CARLTON 3053,Carlton,Seasalt Fish & Sushi Bar,4511,Cafes and Restaurants,Seats - Indoor,43,144.96764,-37.79828
86,2019,217,106195,106195,364 Lygon Street CARLTON 3053,Carlton,Seasalt Fish & Sushi Bar,4511,Cafes and Restaurants,Seats - Outdoor,17,144.96764,-37.79828
87,2019,217,106196,106196,362 Lygon Street CARLTON 3053,Carlton,Sea Saltfish & Sushi Bar,4511,Cafes and Restaurants,Seats - Indoor,43,144.96763,-37.79833
88,2019,217,106196,106196,362 Lygon Street CARLTON 3053,Carlton,Sea Saltfish & Sushi Bar,4511,Cafes and Restaurants,Seats - Outdoor,17,144.96763,-37.79833
89,2019,217,511124,511124,183 Elgin Street CARLTON 3053,Carlton,Gemma Simple Italian,4511,Cafes and Restaurants,Seats - Indoor,60,144.96838,-37.79753
90,2019,217,511124,511124,183 Elgin Street CARLTON 3053,Carlton,Gemma Simple Italian,4511,Cafes and Restaurants,Seats - Outdoor,10,144.96838,-37.79753
91,2019,217,612757,612757,8 Raffa Place CARLTON 3053,Carlton,The Vertue of the Coffee Drink,4511,Cafes and Restaurants,Seats - Indoor,80,144.96838,-37.79769
92,2019,217,612757,612757,8 Raffa Place CARLTON 3053,Carlton,The Vertue of the Coffee Drink,4511,Cafes and Restaurants,Seats - Outdoor,25,144.96838,-37.79769
93,2019,218,102685,102685,295-297 Drummond Street CARLTON 3053,Carlton,Doc Pizza & Mozarella Bar,4511,Cafes and Restaurants,Seats - Outdoor,30,144.96844,-37.79899
94,2019,218,102685,102685,295-297 Drummond Street CARLTON 3053,Carlton,Doc Pizza & Mozarella Bar,4511,Cafes and Restaurants,Seats - Indoor,60,144.96844,-37.79899
95,2019,218,103689,103689,201-203 Faraday Street CARLTON 3053,Carlton,Shakahari Vegetarian Restaurant,4511,Cafes and Restaurants,Seats - Indoor,76,144.9678,-37.799
96,2019,218,103689,103689,201-203 Faraday Street CARLTON 3053,Carlton,Shakahari Vegetarian Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,20,144.9678,-37.799
97,2019,218,104477,104477,48-50 Grattan Street CARLTON 3053,Carlton,Il Vicolo,4511,Cafes and Restaurants,Seats - Indoor,180,144.96788,-37.8006
98,2019,218,104477,104477,48-50 Grattan Street CARLTON 3053,Carlton,Il Vicolo,4511,Cafes and Restaurants,Seats - Outdoor,4,144.96788,-37.8006
99,2019,218,106197,106197,350 Lygon Street CARLTON 3053,Carlton,Grill'd Healthy Burgers,4511,Cafes and Restaurants,Seats - Indoor,56,144.96753,-37.79887
100,2019,218,106197,106197,350 Lygon Street CARLTON 3053,Carlton,Grill'd Healthy Burgers,4511,Cafes and Restaurants,Seats - Outdoor,32,144.96753,-37.79887
101,2019,218,106200,106200,344 Lygon Street CARLTON 3053,Carlton,Boost Juice,4512,Takeaway Food Services,Seats - Outdoor,4,144.9675,-37.799
102,2019,218,106203,106203,334-336 Lygon Street CARLTON 3053,Carlton,Lavenzzi Gelateria,4512,Takeaway Food Services,Seats - Indoor,4,144.96749,-37.79916
103,2019,218,106203,106203,334-336 Lygon Street CARLTON 3053,Carlton,Lavenzzi Gelateria,4512,Takeaway Food Services,Seats - Outdoor,16,144.96749,-37.79916
104,2019,218,106205,106205,330 Lygon Street CARLTON 3053,Carlton,DOC Delicatessen,4129,Other Specialised Food Retailing,Seats - Indoor,6,144.96748,-37.79926
105,2019,218,106206,106206,326-328 Lygon Street CARLTON 3053,Carlton,DOC Espresso,4511,Cafes and Restaurants,Seats - Indoor,50,144.96747,-37.79932
106,2019,218,106206,106206,326-328 Lygon Street CARLTON 3053,Carlton,DOC Espresso,4511,Cafes and Restaurants,Seats - Outdoor,60,144.96747,-37.79932
107,2019,218,106209,106209,320 Lygon Street CARLTON 3053,Carlton,Donnini's,4511,Cafes and Restaurants,Seats - Indoor,70,144.9675,-37.79954
108,2019,218,106209,106209,320 Lygon Street CARLTON 3053,Carlton,Donnini's,4511,Cafes and Restaurants,Seats - Outdoor,24,144.9675,-37.79954
109,2019,218,106210,106210,316-318 Lygon Street CARLTON 3053,Carlton,Copperwood,4511,Cafes and Restaurants,Seats - Indoor,160,144.96759,-37.79963
110,2019,218,106210,106210,316-318 Lygon Street CARLTON 3053,Carlton,Copperwood,4511,Cafes and Restaurants,Seats - Outdoor,33,144.96759,-37.79963
111,2019,218,106212,106212,306-308 Lygon Street CARLTON 3053,Carlton,St. Charly,4511,Cafes and Restaurants,Seats - Indoor,64,144.96742,-37.79979
112,2019,218,106212,106212,306-308 Lygon Street CARLTON 3053,Carlton,St. Charly,4511,Cafes and Restaurants,Seats - Outdoor,32,144.96742,-37.79979
113,2019,218,106215,106215,298 Lygon Street CARLTON 3053,Carlton,Carlton Yacht Club Bar,4520,"Pubs, Taverns and Bars",Seats - Outdoor,40,144.96738,-37.79999
114,2019,219,108188,108188,319-323 Rathdowne Street CARLTON 3053,Carlton,East Imperial,4511,Cafes and Restaurants,Seats - Indoor,100,144.96988,-37.79918
115,2019,223,103070,103070,63 Elgin Street CARLTON 3053,Carlton,Soap Bar,9531,Laundry and Dry-Cleaning Services,Seats - Indoor,20,144.97242,-37.7979
116,2019,223,103070,103070,63 Elgin Street CARLTON 3053,Carlton,Soap Bar,9531,Laundry and Dry-Cleaning Services,Seats - Outdoor,6,144.97242,-37.7979
117,2019,223,103086,103086,109 Elgin Street CARLTON 3053,Carlton,Abla's Restaurant,4511,Cafes and Restaurants,Seats - Indoor,75,144.97103,-37.79781
118,2019,224,108247,108247,114-116 Rathdowne Street CARLTON 3053,Carlton,Paris Go Bistro,4511,Cafes and Restaurants,Seats - Indoor,50,144.97088,-37.79696
119,2019,224,108247,108247,114-116 Rathdowne Street CARLTON 3053,Carlton,Paris Go Bistro,4511,Cafes and Restaurants,Seats - Outdoor,4,144.97088,-37.79696
120,2019,225,108238,108238,154-156 Rathdowne Street CARLTON 3053,Carlton,Carlton Wok,4512,Takeaway Food Services,Seats - Indoor,24,144.97107,-37.79586
121,2019,225,108239,108239,138-150 Rathdowne Street CARLTON 3053,Carlton,Bloom Coffee Bar,4511,Cafes and Restaurants,Seats - Indoor,22,144.97104,-37.79605
122,2019,225,108239,108239,138-150 Rathdowne Street CARLTON 3053,Carlton,Bloom Coffee Bar,4511,Cafes and Restaurants,Seats - Outdoor,6,144.97104,-37.79605
123,2019,225,108239,108239,138-150 Rathdowne Street CARLTON 3053,Carlton,Ziyka,4511,Cafes and Restaurants,Seats - Indoor,8,144.97104,-37.79605
124,2019,226,108228,108228,180 Rathdowne Street CARLTON 3053,Carlton,Osc&r On Rathdowne,4511,Cafes and Restaurants,Seats - Indoor,30,144.97119,-37.79514
125,2019,226,108228,108228,180 Rathdowne Street CARLTON 3053,Carlton,Osc&r On Rathdowne,4511,Cafes and Restaurants,Seats - Outdoor,6,144.97119,-37.79514
126,2019,226,108229,108229,178 Rathdowne Street CARLTON 3053,Carlton,Sushi Ten,4511,Cafes and Restaurants,Seats - Indoor,26,144.97118,-37.79519
127,2019,226,108230,108230,176 Rathdowne Street CARLTON 3053,Carlton,Bangkok Rain,4511,Cafes and Restaurants,Seats - Indoor,23,144.97118,-37.79523
128,2019,226,108230,108230,176 Rathdowne Street CARLTON 3053,Carlton,Bangkok Rain,4511,Cafes and Restaurants,Seats - Outdoor,12,144.97118,-37.79523
129,2019,226,108231,108231,174 Rathdowne Street CARLTON 3053,Carlton,Zikya Pizza Cottage,4512,Takeaway Food Services,Seats - Indoor,15,144.97117,-37.79528
130,2019,226,108232,108232,172 Rathdowne Street CARLTON 3053,Carlton,Fu Lu Chinese Cafe,4511,Cafes and Restaurants,Seats - Indoor,20,144.97116,-37.79532
131,2019,226,108232,108232,172 Rathdowne Street CARLTON 3053,Carlton,Fu Lu Chinese Cafe,4511,Cafes and Restaurants,Seats - Outdoor,4,144.97116,-37.79532
132,2019,226,108233,108233,168-170 Rathdowne Street CARLTON 3053,Carlton,The Olive Jar,4511,Cafes and Restaurants,Seats - Indoor,75,144.97115,-37.79538
133,2019,226,108233,108233,168-170 Rathdowne Street CARLTON 3053,Carlton,The Olive Jar,4511,Cafes and Restaurants,Seats - Outdoor,9,144.97115,-37.79538
134,2019,226,108234,108234,166 Rathdowne Street CARLTON 3053,Carlton,Moretons Brasserie,4511,Cafes and Restaurants,Seats - Indoor,38,144.97114,-37.79544
135,2019,226,108235,108235,164 Rathdowne Street CARLTON 3053,Carlton,Cure Bar & Eatery,4511,Cafes and Restaurants,Seats - Indoor,35,144.97113,-37.79548
136,2019,226,108236,108236,160-162 Rathdowne Street CARLTON 3053,Carlton,Calrton Pizzeria Bar and Restaurant,4511,Cafes and Restaurants,Seats - Indoor,20,144.97112,-37.79554
137,2019,226,108236,108236,160-162 Rathdowne Street CARLTON 3053,Carlton,Calrton Pizzeria Bar and Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,12,144.97112,-37.79554
138,2019,228,101450,101450,223-227 Canning Street CARLTON 3053,Carlton,Dan O'Connell Hotel,4520,"Pubs, Taverns and Bars",Seats - Indoor,75,144.97339,-37.79303
139,2019,228,101450,101450,223-227 Canning Street CARLTON 3053,Carlton,Dan O'Connell Hotel,4520,"Pubs, Taverns and Bars",Seats - Outdoor,20,144.97339,-37.79303
140,2019,230,106969,106969,237-239 Nicholson Street CARLTON 3053,Carlton,French Lettuce,4512,Takeaway Food Services,Seats - Indoor,12,144.97514,-37.7944
141,2019,230,106969,106969,237-239 Nicholson Street CARLTON 3053,Carlton,French Lettuce,4512,Takeaway Food Services,Seats - Outdoor,9,144.97514,-37.7944
142,2019,232,106944,106944,161-163 Nicholson Street CARLTON 3053,Carlton,Ethos Foodstore,4511,Cafes and Restaurants,Seats - Indoor,60,144.9748,-37.79639
143,2019,232,106956,106956,191 Nicholson Street CARLTON 3053,Carlton,Scopri Italian Food & Wine,4511,Cafes and Restaurants,Seats - Indoor,60,144.97492,-37.79569
144,2019,239,107548,107548,222-224 Pelham Street MELBOURNE 3000,Carlton,Books N Bites Cafe,4511,Cafes and Restaurants,Seats - Indoor,60,144.95833,-37.80169
145,2019,239,107548,107548,222-224 Pelham Street MELBOURNE 3000,Carlton,Books N Bites Cafe,4511,Cafes and Restaurants,Seats - Outdoor,12,144.95833,-37.80169
146,2019,240,101052,101052,212 Berkeley Street CARLTON 3053,Carlton,Haymarket Place,4511,Cafes and Restaurants,Seats - Indoor,47,144.959,-37.80052
147,2019,240,101052,101052,212 Berkeley Street CARLTON 3053,Carlton,Haymarket Place,4511,Cafes and Restaurants,Seats - Outdoor,10,144.959,-37.80052
148,2019,240,104466,104466,153-163 Barry Street CARLTON 3053,Carlton,Baretto Cafe,4511,Cafes and Restaurants,Seats - Indoor,120,144.95928,-37.80023
149,2019,240,104466,104466,153-163 Barry Street CARLTON 3053,Carlton,Baretto Cafe,4511,Cafes and Restaurants,Seats - Outdoor,15,144.95928,-37.80023
150,2019,240,107550,107550,156-180 Berkeley Street CARLTON 3053,Carlton,Cafe  Commercio,4511,Cafes and Restaurants,Seats - Indoor,115,144.95882,-37.80156
151,2019,240,107550,107550,156-180 Berkeley Street CARLTON 3053,Carlton,Cafe  Commercio,4511,Cafes and Restaurants,Seats - Outdoor,20,144.95882,-37.80156
152,2019,240,107551,107551,196-198 Pelham Street CARLTON 3053,Carlton,The Dumplings & Tea Co,4511,Cafes and Restaurants,Seats - Indoor,24,144.95923,-37.80186
153,2019,240,107551,107551,196-198 Pelham Street CARLTON 3053,Carlton,The Dumplings & Tea Co,4511,Cafes and Restaurants,Seats - Outdoor,8,144.95923,-37.80186
154,2019,242,101255,101255,197-235 Bouverie Street CARLTON 3053,Carlton,The Graduate Union of the University of Melbourne,4400,Accommodation,Seats - Indoor,200,144.96162,-37.80104
155,2019,242,101255,101255,197-235 Bouverie Street CARLTON 3053,Carlton,The Graduate Union of the University of Melbourne,4400,Accommodation,Seats - Outdoor,30,144.96162,-37.80104
156,2019,243,104453,104453,163 Grattan Street CARLTON 3053,Carlton,Animal Orchestra,4511,Cafes and Restaurants,Seats - Indoor,48,144.96342,-37.8006
157,2019,243,104453,104453,163 Grattan Street CARLTON 3053,Carlton,Animal Orchestra,4511,Cafes and Restaurants,Seats - Outdoor,88,144.96342,-37.8006
158,2019,243,104455,104455,167 Grattan Street CARLTON 3053,Carlton,Mantra Lounge,4511,Cafes and Restaurants,Seats - Outdoor,34,144.9633,-37.80058
159,2019,243,104455,104455,167 Grattan Street CARLTON 3053,Carlton,Mantra Lounge,4511,Cafes and Restaurants,Seats - Indoor,32,144.9633,-37.80058
160,2019,243,105654,105654,22-40 Lincoln Square North CARLTON 3053,Carlton,Lincoln Bakery Cafe,4511,Cafes and Restaurants,Seats - Outdoor,36,144.96273,-37.80134
161,2019,243,109327,109327,701-713 Swanston Street CARLTON 3053,Carlton,Rydges on Swanston,4400,Accommodation,Seats - Indoor,110,144.96338,-37.80142
162,2019,243,109327,109327,701-713 Swanston Street CARLTON 3053,Carlton,Rydges on Swanston,4400,Accommodation,Seats - Outdoor,25,144.96338,-37.80142
163,2019,243,109329,109329,723-741 Swanston Street CARLTON 3053,Carlton,Cafe Fillings,4511,Cafes and Restaurants,Seats - Indoor,34,144.96339,-37.80087
164,2019,243,109329,109329,723-741 Swanston Street CARLTON 3053,Carlton,Cafe Fillings,4511,Cafes and Restaurants,Seats - Outdoor,22,144.96339,-37.80087
